,profit,vote_average
220,-14276986.62,0.6599999999999999
221,35272555.18,0.7
222,47030073.58,0.78
223,316250555.2,0.73
224,17636277.59,0.74
225,45518392.64,0.6
226,1779416544.0,0.7
227,1404183.625,0.38
228,22675214.05,0.62
229,15116809.36,0.6900000000000001
230,8398227.425,0.77
231,16629602.65,0.67
232,-44234743.05,0.6900000000000001
233,291018046.4,0.72
234,92542458.26,0.8
235,-24944403.97,0.6900000000000001
236,565406490.1,0.75
237,-97499.36033,0.27999999999999997
238,16629602.65,0.77
239,3741660.5960000004,0.74
240,39911046.36,0.77
241,45731407.28,0.78
242,333423533.1,0.76
243,-57442777.78,0.71
244,73063348.26,0.75
245,63551989.52,0.8
246,61545833.33,0.75
247,77749521.86,0.77
248,32623394.72,0.49000000000000005
249,9431078.347000001,0.65
250,157412520.1,0.72
251,8.100225806000001,0.6
252,779830827.7,0.76
253,446085356.4,0.77
254,72902032.26,0.75
255,66559555.45,0.74
256,39406294.41,0.73
257,-115428217.7,0.65
258,2216232804.0,0.76
259,106288674.6,0.74
260,-30173710.65,0.65
261,-36085008.58,0.64
262,47766131.56,0.78
263,53360237.5,0.6799999999999999
264,151611446.9,0.6599999999999999
265,65876836.42,0.6799999999999999
266,77502160.49,0.6599999999999999
267,62001728.4,0.73
268,185230163.6,0.8400000000000001
269,766442506.1,0.77
270,97869877.99,0.78
271,190811081.9,0.78
272,71479419.43,0.77
273,10126979.91,0.74
274,362375970.1,0.76
275,267947709.0,0.6
276,1517495326.0,0.72
277,52627215.57,0.75
278,46161586.23,0.72
279,5262721.557,0.71
280,338317814.4,0.63
281,-67663562.87,0.61
282,199120822.9,0.76
283,215648959.8,0.77
284,275808612.1,0.73
285,28862873.56,0.5599999999999999
286,42745915.75,0.5599999999999999
287,-2309029.885,0.63
288,312637119.2,0.77
289,265544736.1,0.72
290,-976532.0327,0.6799999999999999
291,658960114.2,0.76
292,-38353316.86,0.77
293,191580272.5,0.6799999999999999
294,79907981.12,0.64
295,-15394843.32,0.5
296,281794417.0,0.75
297,63003218.41,0.7
298,13684305.18,0.61
299,82105831.06,0.6799999999999999
300,505449914.9,0.71
301,107170603.7,0.76
302,245347071.4,0.65
303,-56952103.09,0.61
304,103547453.3,0.63
305,334433473.2,0.73
306,44731152.54,0.6900000000000001
307,-12943659.79,0.5
308,585630392.8,0.65
309,-38830979.38,0.71
310,503508366.0,0.75
311,124344911.7,0.64
312,868519572.2,0.67
313,8303707.237000001,0.71
314,50355435.34,0.6599999999999999
315,61064913.28,0.64
316,172569410.6,0.78
317,62080079.98,0.6799999999999999
318,460699688.7,0.77
319,440003363.0,0.72
320,61226706.79,0.67
321,6200172.84,0.75
322,36435706.3,0.7
323,-13020362.96,0.6900000000000001
324,60970614.85,0.6799999999999999
325,10292286.91,0.6599999999999999
326,244031096.1,0.76
327,161055689.7,0.75
328,27033050.24,0.58
329,9011016.746,0.7
330,1436154289.0,0.86
331,265058186.5,0.73
332,477963059.1,0.72
333,333285928.8,0.71
334,48058755.98,0.62
335,595628206.9,0.62
336,35971978.85,0.64
337,96215371.6,0.6599999999999999
338,131560844.5,0.5599999999999999
339,92438645.61,0.71
340,43547835.59,0.71
341,35976263.9,0.72
342,160617991.0,0.79
343,-3868405.135,0.61
344,2450590229.0,0.76
345,96463924.75,0.72
346,3110559.685,0.6799999999999999
347,871614606.4,0.8099999999999999
348,787384456.3,0.71
349,14138907.66,0.72
350,5655563.062999999,0.67
351,233388120.9,0.8
352,-4190772.23,0.74
353,5531140.676,0.5
354,57686743.24,0.75
355,40406707.58,0.5700000000000001
356,425167104.0,0.79
357,19558841.38,0.62
358,519531724.1,0.71
359,156745777.2,0.73
360,456372965.5,0.85
361,49915793.1,0.65
362,96775517.24,0.6900000000000001
363,370123838.4,0.58
364,14363524.14,0.76
365,122242758.6,0.79
366,224111724.1,0.5700000000000001
367,102038068.0,0.64
368,595940991.7,0.73
369,204288405.5,0.6599999999999999
370,90536043.1,0.65
371,57175850.37,0.73
372,10735057.62,0.6599999999999999
373,-21003373.61,0.63
374,70011245.35,0.64
375,80157004.32,0.78
376,53403294.42,0.55
377,-10268269.31,0.74
378,35939105.95,0.61
379,209407630.2,0.78
380,-2333708.1780000003,0.6900000000000001
381,4807438.848,0.61
382,163079527.5,0.58
383,2164061596.0,0.76
384,1426729.073,0.7
385,124008905.1,0.75
386,298391220.4,0.6
387,3177452.373,0.5700000000000001
388,164327245.2,0.6799999999999999
389,118989298.2,0.82
390,87776578.98,0.79
391,326571493.8,0.5900000000000001
392,8186352.988,0.55
393,141220105.4,0.72
394,512960616.1,0.77
395,87621625.22,0.5900000000000001
396,67119356.51,0.74
397,114300022.8,0.61
398,26037456.94,0.6799999999999999
399,196733128.7,0.67
400,32320702.97,0.6599999999999999
401,102638950.3,0.61
402,-34309669.31,0.52
403,36123996.11,0.5900000000000001
404,9944831.683,0.65
405,68370717.82,0.55
406,290123346.8,0.67
407,86663647.3,0.6599999999999999
408,1175929254.0,0.74
409,69403082.51,0.45
410,507341505.5,0.6799999999999999
411,28591391.09,0.76
412,968018247.4,0.67
413,3167420633.0,0.82
414,141926940.2,0.78
415,-12431039.6,0.74
416,112078410.5,0.65
417,59079469.02,0.5700000000000001
418,101950289.3,0.65
419,82745918.63,0.67
420,50067346.63,0.58
421,-381.2821012,0.6799999999999999
422,82597769.36,0.73
423,1009904.5970000001,0.67
424,1540533.7419999999,0.6799999999999999
425,308.1067485,0.61
426,646577444.0,0.5900000000000001
427,75941978.05,0.62
428,41459926.3,0.62
429,-11365083.56,0.58
430,50696654.66,0.74
431,66628084.36,0.5700000000000001
432,677117612.6,0.74
433,121401736.3,0.71
434,43285430.36,0.52
435,100996203.9,0.71
436,324888880.9,0.8099999999999999
437,40427773.9,0.65
438,145268512.4,0.54
439,63952868.09,0.76
440,668173452.5,0.71
441,-11221155.56,0.58
442,359712506.9,0.64
443,68914856.55,0.6799999999999999
444,505593.2223,0.61
445,54793556.95,0.5900000000000001
446,158475381.3,0.72
447,61220301.65,0.73
448,121057093.7,0.75
449,339859143.5,0.75
450,409864731.4,0.82
451,8094315.296,0.5900000000000001
452,22855612.86,0.63
453,8246975.552999999,0.6900000000000001
454,14163775.66,0.63
455,15237075.24,0.79
456,14791823.52,0.67
457,62101323.98,0.6599999999999999
458,243651617.9,0.73
459,54681822.17,0.6
460,85698516.15,0.72
461,103143858.0,0.67
462,165636473.2,0.5900000000000001
463,7531975.797,0.54
464,-24050321.46,0.61
465,77401294.82,0.6799999999999999
466,17660346.17,0.67
467,268873094.5,0.77
468,11322125.13,0.64
469,1185453.596,0.71
470,27426735.44,0.5700000000000001
471,180420992.0,0.63
472,-49477867.3,0.6599999999999999
473,1585874791.0,0.8400000000000001
474,-1935108.5559999999,0.43
475,-35438714.34,0.65
476,-16390364.39,0.6
477,64859639.75,0.5700000000000001
478,880211.5274,0.62
479,14869343.82,0.73
480,48214251.2,0.6799999999999999
481,49171667.77,0.71
482,244371260.5,0.65
483,208012729.4,0.6599999999999999
484,-41587076.14,0.41
485,-48902347.91,0.53
486,46922735.24,0.64
487,1027428106.0,0.79
488,7254202.222,0.48
489,80249266.78,0.73
490,-16574719.47,0.74
491,59161270.53,0.58
492,57107939.03,0.67
493,56555086.5,0.6
494,149668553.8,0.62
495,79329267.64,0.6900000000000001
496,-38763464.94,0.6599999999999999
497,72078836.16,0.67
498,60376324.54,0.67
499,-17605874.21,0.61
500,41175357.34,0.63
501,-41436798.68,0.61
502,-7690211.267999999,0.64
503,-2878476.2819999997,0.58
504,-21672285.5,0.36
505,2036088297.0,0.75
506,85064296.93,0.58
507,174001558.9,0.6599999999999999
508,220661902.6,0.75
509,18368549.91,0.64
510,33902710.69,0.6799999999999999
511,12047307.2,0.8
512,90298693.91,0.6
513,658342704.7,0.67
514,-7569543.752,0.55
515,406455061.1,0.72
516,111892238.3,0.61
517,16133299.48,0.45999999999999996
518,5130066.569,0.5
519,286789965.6,0.74
520,91344204.57,0.54
521,4970097.098,0.42000000000000004
522,58789951.48,0.7
523,30965526.42,0.5
524,137100112.8,0.61
525,15612870.47,0.5599999999999999
526,-30761078.49,0.6
527,12669696.06,0.79
528,98822314.15,0.75
529,19947349.39,0.75
530,33078915.8,0.6900000000000001
531,41634321.24,0.6599999999999999
532,153823425.3,0.67
533,-26021.450780000003,0.53
534,290139176.2,0.71
535,-43509054.88,0.26
536,51213106.25,0.61
537,125553500.0,0.71
538,116980444.8,0.71
539,18234573.49,0.6
540,170348535.7,0.71
541,1253013.845,0.6
542,6695158.036,0.61
543,-14018363.42,0.6599999999999999
544,40842704.82,0.6
545,1362305898.0,0.8
546,108139053.1,0.54
547,3781731.9280000003,0.54
548,49038774.27,0.65
549,170145300.4,0.43
550,9208386.144,0.53
551,25665318.72,0.6
552,1373756.9819999998,0.64
553,26850296.69,0.63
554,115072286.3,0.6599999999999999
555,74941321.03,0.63
556,-1107081.853,0.62
557,144567485.9,0.6599999999999999
558,42843483.04,0.62
559,-12052480.5,0.63
560,11899824.59,0.52
561,-13866350.4,0.75
562,103076657.8,0.8099999999999999
563,59745432.18,0.72
564,-33642067.89,0.6599999999999999
565,27144303.65,0.71
566,224184101.6,0.64
567,-18922576.41,0.72
568,200149820.2,0.7
569,51508138.49,0.55
570,31901948.03,0.5700000000000001
571,31520175.96,0.6
572,149410680.6,0.62
573,728332295.9,0.71
574,5226353.553,0.54
575,1933451.396,0.67
576,6284918.192000001,0.73
577,3057999.897,0.42000000000000004
578,82106500.41,0.8
579,3447488.847,0.5700000000000001
580,-77510323.93,0.67
581,-2895488.474,0.67
582,147892058.5,0.6599999999999999
583,5075309.913,0.62
584,640969268.1,0.74
585,737128344.6,0.72
586,51663022.45,0.63
587,48220227.05,0.71
588,5027377.2360000005,0.61
589,-15709292.59,0.63
590,16299855.65,0.6799999999999999
591,173612822.8,0.6599999999999999
592,-7140098.245,0.65
593,5683996.665,0.74
594,78391658.74,0.5900000000000001
595,-39603218.46,0.6799999999999999
596,343388464.8,0.71
597,-25618230.99,0.72
598,73424943.54,0.5900000000000001
599,-15493495.25,0.67
600,33190810.9,0.65
601,32262024.35,0.55
602,57289404.68,0.73
603,27597413.35,0.62
604,29970084.48,0.67
605,-35527169.39,0.8400000000000001
606,342459910.3,0.6599999999999999
607,82171684.31,0.45
608,-15865609.72,0.51
609,41535434.86,0.6799999999999999
610,9132952.518,0.85
611,5404484.847,0.76
612,-21930921.67,0.64
613,166760182.9,0.6599999999999999
614,4627911.677,0.36
615,3298719.43,0.54
616,117911004.8,0.78
617,71178099.44,0.7
618,167497703.8,0.62
619,15869215.61,0.55
620,2824083.277,0.6
621,845058513.1,0.82
622,120449418.8,0.6799999999999999
623,46045037.85,0.52
624,-14191610.82,0.48
625,36765901.42,0.65
626,-61336172.94,0.61
627,-6462980.7639999995,0.5
628,4784101.766,0.73
629,628873014.9,0.6900000000000001
630,-12351229.88,0.6799999999999999
631,-20998444.81,0.62
632,99190107.46,0.75
633,52275063.2,0.61
634,2621720.44,0.71
635,306397235.2,0.78
636,110851138.5,0.65
637,-35301900.93,0.64
638,73357894.9,0.64
639,37157854.71,0.7
640,88888564.13,0.6
641,-10968428.44,0.6599999999999999
642,16608716.39,0.61
643,-3659254.4239999996,0.7
644,-64635756.26,0.6799999999999999
645,-8661109.832,0.65
646,-830807.1126,0.73
647,-10195193.91,0.74
648,132337573.3,0.71
649,227534692.1,0.73
650,19475837.92,0.55
651,14257372.38,0.75
652,22169513.58,0.5599999999999999
653,23892224.29,0.73
654,50397048.89,0.58
655,-9515030.757000001,0.6900000000000001
656,103099702.2,0.64
657,25585493.85,0.6
658,-27951691.61,0.62
659,2205832.945,0.52
660,-38250024.99,0.55
661,-458224.4526,0.36
662,44923234.75,0.72
663,-19021495.01,0.58
664,377614649.3,0.79
665,9039700.786,0.5599999999999999
666,-7420945.009,0.6599999999999999
667,31499253.86,0.6799999999999999
668,783175700.0,0.6900000000000001
669,26252203.55,0.5900000000000001
670,5040468.978,0.65
671,-8784364.374,0.67
672,303643728.0,0.77
673,5845175.267999999,0.77
674,6623464.919,0.58
675,-6166507.457,0.49000000000000005
676,88194419.14,0.6799999999999999
677,-53659778.82,0.51
678,70332323.64,0.65
679,233932699.4,0.61
680,53572947.58,0.62
681,21913697.78,0.7
682,56420145.84,0.7
683,1832897.81,0.61
684,-10366260.58,0.6
685,-1601217.236,0.55
686,125594600.4,0.58
687,-12117241.6,0.44000000000000006
688,183880890.6,0.64
689,-5879791.834,0.55
690,55083674.65,0.58
691,249732326.6,0.71
692,-16302107.01,0.55
693,-32075711.68,0.72
694,-14615231.58,0.7
695,110281394.5,0.58
696,-23516257.61,0.5900000000000001
697,173075962.6,0.6599999999999999
698,37739496.51,0.5900000000000001
699,-355426.3789,0.7
700,7619979.382,0.5599999999999999
701,77174256.24,0.76
702,63519112.56,0.67
703,-32304823.91,0.63
704,101467880.2,0.79
705,245188235.6,0.73
706,512339978.2,0.6
707,-14857424.26,0.6
708,676719423.7,0.6799999999999999
709,10495185.06,0.6799999999999999
710,-2026108.554,0.55
711,489764.7515,0.72
712,618848418.1,0.63
713,-22073543.15,0.5900000000000001
714,218827546.6,0.63
715,-18192016.91,0.67
716,63767183.65,0.72
717,459538619.6,0.73
718,663134.6831,0.62
719,87960885.53,0.6599999999999999
720,45335235.77,0.71
721,105472490.9,0.6900000000000001
722,-19766762.84,0.61
723,54892478.71,0.6799999999999999
724,-211489.1236,0.43
725,-2445176.517,0.6799999999999999
726,-89799088.25,0.44000000000000006
727,45334941.78,0.54
728,69075212.06,0.6799999999999999
729,81170328.91,0.5700000000000001
730,63840004.68,0.37
731,70071231.51,0.75
732,103169424.1,0.5900000000000001
733,5134970.156,0.76
734,-9266319.126,0.54
735,24718327.63,0.6799999999999999
736,1176591.0259999998,0.62
737,47130562.4,0.5900000000000001
738,113330720.9,0.78
739,-7198448.56,0.54
740,-14818036.27,0.65
741,-13992515.38,0.53
742,-10308716.01,0.52
743,51238825.44,0.71
744,-3779054.248,0.5599999999999999
745,232554982.7,0.72
746,52437523.17,0.6900000000000001
747,410330.0583,0.72
748,184058685.6,0.74
749,34083979.91,0.6799999999999999
750,-7942410.518999999,0.51
751,32842439.26,0.77
752,97074013.92,0.62
753,88417957.75,0.72
754,-2089528.545,0.61
755,92322737.91,0.64
756,-5127450.209,0.72
757,24584845.25,0.65
758,4156329.253,0.55
759,6380461.182,0.58
760,427952528.6,0.58
761,-217883.6123,0.43
762,-22822627.03,0.64
763,88354630.01,0.6
764,1879621.861,0.61
765,4054017.445,0.63
766,551467392.1,0.74
767,159565730.9,0.6599999999999999
768,26734576.92,0.64
769,-3513848.7169999997,0.62
770,-5441972.649,0.5599999999999999
771,47126838.42,0.51
772,27103332.75,0.5900000000000001
773,15972610.61,0.55
774,-3936619.085,0.6900000000000001
775,12724413.15,0.6
776,-4015033.242,0.74
777,41612017.14,0.76
778,24686361.01,0.5900000000000001
779,321588428.1,0.6
780,12804264.32,0.54
781,-4055825.925,0.75
782,9915028.88,0.67
783,2915611.231,0.73
784,267484379.0,0.5900000000000001
785,91594294.51,0.67
786,67343891.76,0.67
787,530131454.3,0.67
788,239364523.5,0.77
789,47270655.02,0.7
790,-13045677.28,0.55
791,34747437.37,0.53
792,13876094.28,0.61
793,141698591.2,0.72
794,283729204.0,0.7
795,86212838.01,0.6599999999999999
796,67255068.23,0.64
797,-1457624.131,0.5599999999999999
798,24382122.49,0.58
799,41296233.64,0.65
800,-14843955.75,0.73
801,123805867.4,0.73
802,34291169.8,0.61
803,28139638.39,0.54
804,7734859.746,0.49000000000000005
805,823155491.1,0.77
806,60131016.18,0.6799999999999999
807,93157937.58,0.6799999999999999
808,19122611.02,0.72
809,12305087.81,0.55
810,-401.1768639,0.58
811,17858963.33,0.72
812,139032193.6,0.5900000000000001
813,-10099394.06,0.61
814,9090903.348,0.62
815,117615106.6,0.61
816,40501327.49,0.73
817,863021965.2,0.78
818,414578005.3,0.62
819,410790773.1,0.6900000000000001
820,346980217.6,0.73
821,-25844187.6,0.63
822,290038.7103,0.52
823,51821194.6,0.62
824,124029942.7,0.58
825,280051731.3,0.73
826,78566414.86,0.67
827,-3847917.0919999997,0.65
828,361259415.1,0.64
829,93090765.73,0.65
830,28691726.8,0.55
831,62362514.58,0.78
832,-9887413.052000001,0.61
833,591316483.9,0.77
834,155572017.5,0.74
835,54889560.13,0.5900000000000001
836,58542330.63,0.67
837,297686736.9,0.7
838,444419123.8,0.8300000000000001
839,186061200.6,0.67
840,81407269.35,0.5700000000000001
841,-1509270.523,0.76
842,13450939.32,0.53
843,-27498409.64,0.6
844,-12567955.98,0.58
845,18286259.76,0.61
846,62503104.12,0.61
847,17027918.03,0.63
848,1494522.0369999998,0.63
849,13256764.75,0.73
850,17877937.5,0.75
851,18225508.06,0.49000000000000005
852,16390100.17,0.5
853,26724680.12,0.64
854,87350384.78,0.63
855,-32263446.44,0.54
856,4514563.651000001,0.72
857,4241381.51,0.5900000000000001
858,16765239.86,0.62
859,23398917.76,0.55
860,19575125.16,0.51
861,30477156.3,0.64
862,271739380.8,0.6900000000000001
863,-6682686.29,0.64
864,32182626.44,0.65
865,7984044.267999999,0.53
866,130127166.9,0.67
867,18252733.44,0.6599999999999999
868,-34697826.93,0.58
869,-59091529.03,0.5700000000000001
870,35103482.89,0.61
871,42667402.11,0.63
872,63167727.63,0.64
873,32798768.28,0.6599999999999999
874,71873855.16,0.5700000000000001
875,221940497.4,0.5900000000000001
876,22351547.04,0.58
877,68183648.56,0.64
878,359191921.7,0.5900000000000001
879,4283230.275,0.6
880,7848590.402000001,0.53
881,-54902731.89,0.63
882,8490753.806,0.6599999999999999
883,-5252030.6680000005,0.64
884,3141713.607,0.67
885,326671751.5,0.6799999999999999
886,-17291224.18,0.6
887,-16364785.36,0.64
888,862639961.7,0.73
889,927962364.2,0.71
890,72185097.2,0.6599999999999999
891,9721985.03,0.71
892,-8877596.916000001,0.62
893,-29395081.1,0.55
894,20521172.98,0.58
895,392948032.0,0.74
896,881246615.8,0.72
897,2315310.287,0.6799999999999999
898,382910678.1,0.6799999999999999
899,188129927.3,0.61
900,23765006.64,0.49000000000000005
901,228052034.4,0.62
902,24639174.08,0.61
903,65407705.82,0.58
904,41953109.32,0.8400000000000001
905,79303071.9,0.77
906,-4106946.244,0.64
907,-60151957.54,0.5599999999999999
908,63401155.32,0.77
909,-5264418.869,0.62
910,-4409131.52,0.6
911,499820.1261,0.65
912,23869949.0,0.55
913,109009114.5,0.61
914,42498597.49,0.6
915,482843834.6,0.72
916,149754216.7,0.55
917,325075014.5,0.74
918,1642579.841,0.63
919,-33006996.89,0.6599999999999999
920,45890908.97,0.61
921,-20112596.72,0.5599999999999999
922,12534662.01,0.64
923,-2273936.127,0.6599999999999999
924,-21086505.68,0.63
925,-36101135.32,0.6599999999999999
926,28016773.11,0.6
927,9839607.515,0.5900000000000001
928,-5530991.188999999,0.49000000000000005
929,-16544936.91,0.6
930,-6897123.8889999995,0.6900000000000001
931,-11479507.69,0.67
932,78336901.3,0.71
933,117866180.0,0.6799999999999999
934,-28328551.4,0.62
935,34075850.43,0.63
936,-21369301.57,0.58
937,199887257.9,0.77
938,-10943007.07,0.54
939,631443595.9,0.6799999999999999
940,-58112662.4,0.51
941,-28697131.12,0.63
942,287609707.4,0.64
943,142641654.0,0.6599999999999999
944,56250042.12,0.67
945,47332675.77,0.61
946,12100689.62,0.51
947,-88093792.84,0.5700000000000001
948,27844331.55,0.55
949,297756165.1,0.7
950,285945172.2,0.65
951,-19338131.71,0.64
952,109756911.7,0.7
953,-17049416.77,0.49000000000000005
954,7487783.969,0.5900000000000001
955,38335594.92,0.65
956,-24972852.95,0.54
957,-15103562.45,0.5599999999999999
958,271571667.4,0.72
959,-10553947.93,0.5900000000000001
960,662841.3588,0.5900000000000001
961,14623883.55,0.55
962,-2456342.6859999998,0.5
963,92183.18649,0.63
964,-22959463.38,0.5599999999999999
965,649615934.7,0.77
966,32993267.68,0.73
967,-5075993.4180000005,0.5900000000000001
968,48158165.14,0.65
969,7192751.681,0.71
970,-2368917.995,0.5700000000000001
971,128872094.7,0.6900000000000001
972,304952117.4,0.77
973,-22854186.49,0.64
974,467816622.0,0.8300000000000001
975,425618664.0,0.6900000000000001
976,82573271.82,0.6599999999999999
977,-30969044.75,0.64
978,-20767524.2,0.6900000000000001
979,94034352.09,0.75
980,54131810.77,0.75
981,72131966.21,0.6599999999999999
982,-6606044.416,0.6900000000000001
983,-9459239.407,0.48
984,35239818.03,0.64
985,52931585.68,0.6799999999999999
986,36873274.6,0.64
987,-8862377.242,0.41
988,280299186.2,0.64
989,9845250.408,0.6
990,-42024950.73,0.6599999999999999
991,27109676.38,0.71
992,-1343171.88,0.63
993,72937969.26,0.64
994,24530990.05,0.72
995,1198573.265,0.5900000000000001
996,238133890.6,0.6599999999999999
997,10883664.66,0.49000000000000005
998,1824631.519,0.72
999,690869525.7,0.65
1000,852028099.4,0.76
1001,-21769818.91,0.6799999999999999
1002,16273546.65,0.52
1003,17225718.27,0.54
1004,53872563.79,0.55
1005,610302195.6,0.65
1006,18798081.21,0.73
1007,136626339.7,0.67
1008,56271403.46,0.71
1009,168280438.9,0.67
1010,95017156.29,0.74
1011,-15409201.64,0.6
1012,63547890.11,0.73
1013,-44744591.67,0.5599999999999999
1014,314756614.4,0.74
1015,33401798.53,0.51
1016,-2652289.498,0.55
1017,363756460.3,0.74
1018,-17396456.71,0.73
1019,6428425.11,0.5599999999999999
1020,-20804512.05,0.5900000000000001
1021,359040323.6,0.67
1022,513188122.2,0.6599999999999999
1023,27350629.92,0.73
1024,-25528792.26,0.61
1025,184518458.3,0.77
1026,25361105.4,0.75
1027,-28438648.1,0.51
1028,52021303.83,0.5700000000000001
1029,45049019.98,0.6
1030,27786006.15,0.54
1031,35424002.76,0.63
1032,139216441.3,0.6599999999999999
1033,259800791.5,0.79
1034,-10450828.14,0.74
