,vote_average,revenue,rev_budget_ratio
0,0.15,14.597279235241764,1.6337226935798497
1,0.55,14.748265482129069,1.9118097075038296
2,0.645,19.426749550077172,4.700480365792417
3,0.605,17.28193065883461,0.3293037471426003
4,0.645,18.706136498997644,3.4657359027997265
5,0.8300000000000001,17.372879720224276,2.302585092994046
6,0.6849999999999999,15.604219957789471,-1.0111010361370787
7,0.765,16.696133078331098,0.06661314418069625
8,0.6849999999999999,16.128211897749647,1.9220493678829522
9,0.77,19.570231273417292,4.497539521825272
10,0.8099999999999999,17.395479551983815,0.9964167765058399
11,0.74,16.434142106549103,0.7353630312112474
12,0.745,16.049274713832666,0.5676265116678237
13,0.78,16.51229825246715,0.7549041553756071
14,0.5599999999999999,16.684632794384203,2.772588722239781
15,0.665,15.984796625620142,0.7203597441855013
16,0.745,15.906290767796046,0.4916518789257796
17,0.705,16.420015994674873,1.2686319745601122
18,0.5599999999999999,17.9743244740882,2.4422323105276917
19,0.73,17.37777997494415,1.2640767284381413
20,0.51,14.936345696420716,0.6833910054773258
21,0.79,17.710770966593415,0.8140101837984475
22,0.745,16.843237824515445,0.8486320833443403
23,0.845,12.666259199909392,-4.3593002074182134
24,0.665,17.420749661516258,1.3840517049955
25,0.765,19.105000922908527,3.719338661548645
26,0.72,17.677194954200534,1.3098760299100856
27,0.7150000000000001,17.601054286954586,1.6478698091688835
28,0.75,17.73579056493676,0.8513930798034562
29,0.58,18.808528189070362,1.8663361468793347
30,0.765,17.93959115348532,2.000168360792516
31,0.365,16.12635265289937,0.7812040357633887
32,0.78,19.079025436770756,2.7000820313890332
33,0.375,17.364227008563784,5.19295685089021
34,0.725,17.54469499657181,1.60066390092397
35,0.615,17.564897703999787,2.3978952727983707
36,0.8,18.25021239087535,2.6280074937064515
37,0.7849999999999999,17.098902313089873,1.838183916660089
38,0.6900000000000001,15.302211520270182,0.9021433978036535
39,0.655,16.8594636793722,0.1677848709584192
40,0.635,16.024828615382603,-0.2544394308763551
41,0.47000000000000003,7.919118604257384,-0.3269027858183956
42,0.755,18.219142634328634,0.8273193933778419
43,0.775,17.887769482764675,1.6597126259242145
44,0.62,9.631113104944358,1.0878401917343334
45,0.71,17.087942296186082,0.22244886527572877
46,0.72,16.672700574025,1.3634005413624593
47,0.6849999999999999,17.715997860685146,0.8241754429663494
48,0.725,17.66501230604939,1.0765497733875695
49,0.8400000000000001,18.849567024518226,1.73460105544693
50,0.665,16.953231045649556,0.3899126952009929
51,0.5,17.412103200237503,0.5901669098701544
52,0.7150000000000001,18.372100321450613,1.4002351960429127
53,0.735,16.689050106833808,0.5442177076449906
54,0.37,16.42953891187186,0.0769610411361284
55,0.73,21.894114459917773,4.822235795176529
56,0.495,17.129051485892255,0.018572419920900397
57,0.775,18.076747947655992,0.6720205092742564
58,0.78,16.808220675902948,0.7310089890896578
59,0.805,18.97126395961107,1.8562979903656263
60,0.71,17.741617158350426,0.3823986749876064
61,0.8,22.701406458316,4.605611235711361
62,0.78,17.533237611232064,0.512582321867958
63,0.76,18.637814233371707,1.3405267080083698
64,0.745,17.529280692368953,0.29623543542527286
65,0.605,15.963556097279426,0.13923497311646268
66,0.775,20.22862843779104,2.4977563682362387
67,0.7150000000000001,18.918487736285677,1.5230081844357128
68,0.755,17.395479551983815,0.16251892929777484
69,0.845,19.100227644044846,1.7047480922384253
70,0.72,21.136714236282543,3.478870419885474
71,0.63,16.323081644658917,-0.042329389444338464
72,0.76,21.12502098766528,3.5985131734504257
73,0.8,18.494091840559005,1.538668841509893
74,0.625,17.14089447497246,0.703023804241361
75,0.82,19.79845600637754,3.3195922387999928
76,0.75,18.44530167690064,1.5686159179138452
77,0.705,17.12354583655244,0.6782585681911947
78,0.745,19.448496752039865,2.458482307598262
79,0.79,17.22565105945243,1.5529381051240736
80,0.735,18.157619604123635,1.4060436566017975
81,0.7150000000000001,17.936518954333362,3.396209840196116
82,0.71,22.13914657007343,5.742073156105064
83,0.8300000000000001,18.89802202913512,2.477906121502877
84,0.64,15.886636214947062,0.7227059828014898
85,0.305,16.157182005085833,1.4087672169941716
86,0.605,16.5894453064042,1.17242444671601
87,0.6799999999999999,18.0252164091875,1.6956384869455532
88,0.735,19.152914278639823,2.3070394436278705
89,0.735,16.550224593051187,0.6686048231182036
90,0.6799999999999999,18.170206719576008,0.7136810090907846
91,0.72,16.673004756392405,0.3389753668893314
92,0.6849999999999999,16.9648182826475,0.8864118376246295
93,0.62,18.403852117709775,1.0712760604280938
94,0.615,17.166637979467357,-0.4037970505899674
