Jesse L. Lasky Feature Play Company,-0.7071067811865477
nm0067584,-0.8662050537379151
nm0001124,0.3243656366717056
nm0876445,0
nm0057585,0
nm0002034,0.31509672840222197
nm0478890,0
nm0426668,0
nm0005931,-1.0766574873641326
nm0885818,-0.6638958709486683
nm0731623,-0.6657946127090076
nm0676473,-0.667693354469347
nm0454458,-0.6695920962296863
nm0371277,-1.0914690016815998
Epoch Film Co.,0.7071067811865475
nm0228746,1.319800997639706
nm0000428,0.7071067811865476
nm0940488,0.4325493498863534
nm0001273,0.16956147289525653
nm0550615,1.45530996040091
nm0910400,1.2177329327394686
nm0178270,0.9801559050780274
nm0106922,0.9259081355005244
nm0005658,0.7227088296819109
nm0376221,0.519509523863297
Fox Film Corporation,0.211587039756761
nm0107543,-0.5607086271824212
nm5921220,-0.6798610970926448
nm0445807,-0.5003877141774293
nm0790137,-0.5091436350713955
nm0208415,-0.5178995559653615
nm0393411,-0.5266554768593276
nm1135428,-0.6379312511101133
nm0005646,-0.6454370644073665
nm0191667,-0.6529428777046196
nm0402478,-0.26491135414358047
Mabel Normand Feature Film Company,0.20400710802539918
nm0428059,0.26659111895093857
nm0215874,0.18225842151426322
nm0370271,-0.09724324108047167
nm0949648,-0.12645321440082974
nm0635667,0.6270872211533108
nm0629589,0.48942031619662824
nm0479126,0.35175341123994563
nm0168595,0.214086506283263
nm0784407,0.3401800125080708
nm0413164,0.22101132168200216
First National Pictures,-0.4849811011542382
Charles Chaplin Productions,-0.042114014699258726
nm0000122,0.084525558205032
nm0701012,-0.30174834550472557
nm0001067,-0.34116743066456684
nm0588033,-0.3805865158244081
nm0042317,-0.47764554631659506
nm0047800,-0.45942468614409065
nm0048798,-0.49884377130393187
nm0074788,1.315767665341829
nm0080930,-0.5776819416236144
nm0088471,-0.6171010267834557
Universal Film Manufacturing Company,-0.7495199517167632
nm0031033,-0.8585216356304578
nm0014703,-0.6080315053754735
nm0002233,-0.2516516783961058
nm0160129,-0.7180488657016479
nm0243323,-0.704588497086704
nm0313532,-0.6911281284717599
nm0123994,-0.59088685585585
nm4622229,-0.775143633150869
nm0739146,-0.37725810514293745
nm0200125,0.85123998809728
Douglas Fairbanks Pictures,-0.5833379330452196
nm0940689,-0.6190917385955277
nm0008280,-0.6218744772676219
nm0640884,-0.6246572159397161
nm0909825,-0.665344978129157
nm0001196,-0.52923921061385
nm0426710,-0.5307775371572725
nm0250366,-0.532315863700695
nm0067634,-0.5338541902441174
nm0249186,-0.24434511944407863
nm0634366,-0.6072169599800912
Metro-Goldwyn-Mayer,5.591999067504535
nm0730317,-0.6565578175999736
nm0115218,-0.44290955520941977
nm0950150,-0.3891607790468838
nm0151606,-0.2720318872654551
nm0601596,-0.519618391805317
nm0572142,-0.20709279894083832
nm0450405,-0.5012495205629965
nm0336546,-0.5933918160730305
nm0066946,2.472073105811277
nm0267868,2.9193249121945284
nm0384276,1.8350781815938353
nm0821716,0.0055563454186167045
nm0896542,-0.137082529310856
nm0318105,4.322159195731021
nm0012395,2.503978237685891
nm0098376,2.159565556851168
nm0568282,1.8151528760164455
nm0002206,2.112360727306593
nm0036507,2.6185913070309743
nm0841501,-0.3710404552558398
nm0615306,-0.3960066146525927
nm0906618,-0.44593893344609836
nm0354913,-0.4709050928428512
nm1033900,-0.49587125223960404
nm1027682,-0.5208374116363569
nm0675356,-0.46124243381332447
nm0005906,-0.02646346638527052
United Artists,2.747560383130531
Pickford Corporation,-0.5476425085285139
nm0547938,-0.5319473751690862
nm0242802,-0.5481032006634632
nm0837989,-0.28527007800034565
nm0573743,-0.6427140852156936
nm0064415,-0.6643858208599868
nm0681933,-0.36763570430695036
nm0829795,-0.4814284877153354
nm0588928,-0.4896726779762913
nm0167032,-0.4103699062024737
nm0005803,-0.5816074946396768
nm0113284,-0.43260176590707183
nm0473134,-0.5761416802081668
nm0756226,-0.585287885816368
nm0322227,-0.26662366170907975
nm0837183,-0.6035802970327704
nm0001256,-0.10861161749413648
nm0361319,-0.5182883076852046
nm0448661,-0.5229555442325463
nm0521002,-0.47989220051802
nm0635841,-0.4984907976005744
nm0924065,-0.5170893946831289
nm0853130,-0.6074171532161162
nm0573865,-0.3342819275599913
nm0736777,-0.46104416810040444
nm0366536,-0.4703050683787126
nm0514707,-0.4795659686570209
The Vitaphone Corporation,-0.4564866340413997
Warner Bros. Pictures,10.154071485851235
nm0289381,-0.005481326236028905
nm0744954,-0.3350564487186493
nm0309130,-0.37809624488317983
nm0001890,-0.4211360410477103
nm0182557,-0.2953371865966296
nm0484812,-0.3164363809580063
nm0139794,-0.337535575319383
nm0643048,-0.35863476968075975
nm0005692,0.02067654003831051
nm0453198,-0.4748030500863667
nm0631438,-0.5809536380753999
nm0930082,-0.4720951597065144
nm0788082,-0.49550880882001896
nm0003895,-0.13169460717571527
nm0001076,-0.11263212806648636
nm0868458,-0.46041728328004106
nm0193005,-0.4661562641463355
nm0005870,-0.05689561579679507
nm0547966,-0.21965330212731332
nm0629243,-0.5944176004560864
nm0938282,-0.48265425636554593
nm0580648,-0.49084138203595434
nm0619261,-0.47020730946371986
nm0689551,-0.4782343807407592
nm0330370,-0.4059095176046142
nm0212240,-0.481889104433732
nm0000859,0.0027349305988315603
nm0634322,-0.4070035005767514
nm0062828,-0.052181473416448965
nm0322299,0.2871263069481584
nm0332539,-0.2511359118865218
nm0396876,-0.03749231684047234
nm0064600,-0.023759949263853254
nm0049898,-0.36211094062910304
nm0522281,0.2575171633664199
nm0656105,0.17907601409132698
nm0454558,0.10063486481623402
