,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10
1996,28000000.0,5684789.0,KUNDUN,7.0,192.0,tt0119485,1997,134,Drama,History,,,Touchstone Pictures,,,,,nm0558953,nm0000217,,,,nm0000217,,,nm0862292,nm0856522,nm0855212,nm0656676,,,,,,,nm0208381,nm0001275,nm0005683,nm0774817,,,,,,
1997,8000000.0,59612888.0,FLETCH,6.8,338.0,tt0089155,1985,98,Comedy,Crime,Mystery,,Universal Pictures,,,,,nm0567780,nm0004675,nm0006916,nm0000921,,nm0006916,,,nm0000331,nm0000833,nm0923984,nm0508844,,,,,,,nm0235209,nm0340112,,,,,,,,
1998,45000000.0,82800000.0,FIREWALL,5.8,492.0,tt0408345,2006,105,Thriller,,,,Village Roadshow Pictures,Beacon Pictures,Thunder Road Pictures,Jon Shestack Productions,Warner Bros. Pictures,nm2147635,nm0518644,,,,nm0518644,,,nm0000148,nm0000515,nm0079273,nm0775455,,,,,,,nm0077000,nm0412588,nm0792871,nm0006035,,,,,,
1999,10000000.0,159313561.0,NORBIT,5.2,1043.0,tt0477051,2007,102,Comedy,,,,Tollin/Robbins Productions,Davis Entertainment,DreamWorks Pictures,,,nm0005367,nm0771065,nm0740115,nm0614151,,nm0005367,,,nm0000552,nm0628601,nm0187719,nm0694066,nm0304579,,,,,,nm0204862,nm0628056,,,,,,,,
2000,20000000.0,86865564.0,EPIC MOVIE,3.4,725.0,tt0799949,2007,86,Action,Adventure,Comedy,,Regency Enterprises,New Regency Pictures,Paul Schiff Productions,20th Century Fox,,nm0783536,nm0294997,,,,nm0783536,nm0294997,,nm0671980,nm0177639,nm0929609,nm0968405,,,,,,,nm0771490,nm0790481,nm0561053,nm0697953,,,,,,
2001,12000000.0,114194847.0,STEP UP,6.8,2381.0,tt0462590,2006,104,Music,Drama,Romance,Crime,Eketahuna LLC,Touchstone Pictures,Summit Entertainment,Offspring Entertainment,,nm0281945,nm0742279,nm0012137,,,nm0281945,,,nm1475594,nm1564087,nm1690482,nm2026113,nm0796676,,,,,,nm0270549,nm0316774,nm0788202,,,,,,,
2002,30000000.0,41480851.0,GRIDIRON GANG,6.7,410.0,tt0421206,2006,125,Action,Drama,,,Columbia Pictures,,,,,nm0536587,nm0281133,nm0423333,,,nm0423333,,,nm0425005,nm0944702,nm0129749,nm0728132,nm0656003,,,,,,nm0605775,nm0822540,nm0704909,,,,,,,
2003,52000000.0,204999686.0,THE BREAK-UP,5.7,1575.0,tt0452594,2006,106,Romance,Comedy,,,Universal Pictures,Mosaic Media Group,Wild West Picture Show Productions,,,nm1275670,nm1191891,nm0715636,,,nm0715636,,,nm0000098,nm0000681,nm0269463,nm0000725,nm0836176,,,,,,nm0835959,nm0109726,nm0004090,nm1180173,,,,,,
2004,11000000.0,8266343.0,CRY-BABY,6.4,792.0,tt0099329,1990,85,Comedy,Music,Romance,,Universal Pictures,Imagine Entertainment,,,,nm0000691,,,,,nm0000691,,,nm0000136,nm0001442,nm0000504,nm0879073,nm0000183,nm0000917,nm0001148,nm0668976,nm0831467,,nm0003080,nm0002305,nm0409392,nm0359000,nm0672781,nm0006563,nm0462346,,,
2005,50000000.0,10541523.0,MAD CITY,6.1,138.0,tt0119592,1997,115,Action,Drama,Thriller,,Arnold Kopelson Productions,Warner Bros. Pictures,,,,nm0930550,nm0560202,nm0002020,,,nm0002020,,,nm0000237,nm0000163,nm0000257,nm0000477,,,,,,,nm0465744,nm0465745,nm0002353,,,,,,,
2006,35200000.0,37788228.0,HEAD OF STATE,5.5,131.0,tt0325537,2003,95,Comedy,,,,3 Arts Entertainment,DreamWorks Pictures,,,,nm0503669,nm0001674,,,,nm0001674,,,nm0001674,nm0005170,nm0005551,nm0048414,,,,,,,nm0744754,nm0703558,nm0588883,nm0004241,nm0745450,,,,,
2007,20000000.0,7535331.0,PROOF,6.4,363.0,tt0377107,2005,100,Drama,Mystery,,,Miramax,Endgame Entertainment,Hart-Sharp Entertainment,,,nm0006960,nm1430632,nm0589182,,,nm0006960,,,nm0000569,nm0000164,nm0204706,nm0350453,,,,,,,nm0366363,nm0450267,nm0654077,,,,,,,
2008,28000000.0,77516304.0,SERENDIPITY,6.8,1033.0,tt0240890,2001,90,Comedy,Romance,Drama,,Tapestry Films,Miramax,Simon Fields Productions,,,nm0155093,nm0458884,,,,nm0155093,,,nm0000131,nm0000295,nm0005315,nm0005256,nm0179173,,,,,,nm0009222,nm0276353,nm0506597,nm0006293,nm0207532,nm0409851,nm0659123,,,
2009,25000000.0,39053061.0,THE SISTERHOOD OF THE TRAVELING PANTS,6.5,838.0,tt0403508,2005,119,Drama,Comedy,,,Alloy Entertainment,Alcon Entertainment,DiNovi Pictures,,,nm0477129,nm0151358,nm0258286,nm1569351,,nm0477129,,,nm0848554,nm0088127,nm1065229,nm0515116,nm0001802,,,,,,nm0153744,nm0224145,nm0006319,,,,,,,
2010,6500000.0,4217115.0,DETROIT ROCK CITY,6.7,188.0,tt0165710,1999,95,Comedy,Music,,,Corrupter Production Service Ltd.,New Line Cinema,Takoma Entertainment,Base 12 Productions,KISS Nation,nm0726472,nm0243463,,,,nm0726472,,,nm0000411,nm0004709,nm0004867,nm0403134,,,,,,,nm0352057,nm0505768,nm0005430,nm0006254,nm0006270,nm0204353,nm0295588,nm0442075,nm0838374,
2011,23000000.0,38505009.0,ACCEPTED,6.3,800.0,tt0384793,2006,93,Comedy,,,,Universal Pictures,Shady Acres Entertainment,,,,nm0171651,nm0991423,nm0684336,nm0177836,,nm0684336,,,nm0519043,nm1706767,nm0515116,nm2012635,nm0085400,,,,,,nm0098233,nm0001723,,,,,,,,
2012,3600000.0,43805.0,ANIMAL FACTORY,6.4,97.0,tt0204137,2000,94,Crime,Drama,,,,,,,,nm0000114,nm0827386,nm0120483,,,nm0000114,,,nm0000353,nm0000411,nm0001803,nm0095478,,,,,,,nm0759627,nm0002989,nm0798930,,,,,,,
2013,12000000.0,38368909.0,EMPLOYEE OF THE MONTH,5.4,320.0,tt0424993,2006,103,Comedy,Romance,,,Lionsgate,,,,,nm0129292,nm0175798,nm0177637,,,nm0177637,,,nm0005433,nm0176981,nm1009277,nm0004873,nm0005558,,,,,,nm0009222,nm0441639,nm0506597,,,,,,,
2014,90000000.0,250649836.0,ENEMY OF THE STATE,6.9,2078.0,tt0120660,1998,132,Action,Drama,Thriller,,No Such Productions,Jerry Bruckheimer Films,Scott Free Productions,Touchstone Pictures,,nm0545861,nm0001716,,,,nm0001716,,,nm0000226,nm0000432,nm0000685,nm0000956,,,,,,,nm0000988,nm0004581,nm0704909,nm0591053,nm1275738,,,,,
2015,26000000.0,206678440.0,PHILADELPHIA,7.7,2208.0,tt0107818,1993,125,Drama,,,,Clinica Estetico,TriStar Pictures,,,,nm0001129,nm0638913,,,,nm0001129,,,nm0000158,nm0000243,nm0561809,nm0453248,nm0768796,nm0910145,,,,,nm0768324,nm0006290,nm0005714,nm0570947,nm0762863,nm0789025,,,,
2016,75000000.0,335062621.0,THE ROCK,7.0,2474.0,tt0117500,1996,136,Action,Adventure,Thriller,,Don Simpson/Jerry Bruckheimer Films,Hollywood Pictures,,,,nm0743119,nm0000881,nm0177018,nm0918711,,nm0000881,,,nm0000125,nm0000115,nm0000438,nm0817983,nm0004996,,,,,,nm0000988,nm0800971,nm0322684,nm0834870,,,,,,
2017,175000000.0,264218220.0,WATERWORLD,6.0,1992.0,tt0114898,1995,135,Action,Adventure,Science Fiction,,Gordon Company,Davis Entertainment,Universal Pictures,Licht/Mueller Film Corporation,,nm0878638,nm0705474,nm0721817,,,nm0721817,,,nm0000126,nm0000675,nm0000454,nm0001499,,,,,,,nm0204862,nm0330077,nm0330383,nm0615012,,,,,,
2018,92000000.0,631442092.0,THE INCREDIBLES,7.7,11328.0,tt0317705,2004,115,Action,Adventure,Animation,Family,Pixar,Walt Disney Pictures,,,,nm0083348,,,,,nm0083348,,,nm0005266,nm0000168,nm0000456,nm0005134,,,,,,,nm0907869,nm0315974,nm1285750,nm0510936,nm0524796,nm1733986,,,,
2019,900000.0,381420.0,THE QUIET,6.1,121.0,tt0414951,2005,96,Drama,Thriller,,,Destination Films,,,,,nm0044803,nm1459623,nm1460116,,,nm0044803,,,nm0004741,nm0193846,nm0004908,nm0233027,,,,,,,nm0584575,nm0679405,nm1651944,,,,,,,
2020,13000000.0,91038276.0,SAVE THE LAST DANCE,6.5,742.0,tt0206275,2001,112,Drama,Family,Romance,Music,MTV Films,Cort/Madden Productions,,,,nm0249882,nm0012137,nm0141961,,,nm0141961,,,nm0005466,nm0859503,nm0913488,nm0823507,,,,,,,nm0181202,nm0534574,nm0006142,nm0338577,,,,,,
2021,2500000.0,764083.0,"BODIES, REST & MOTION",5.6,9.0,tt0106447,1993,95,Drama,Romance,,,August Entertainment,Fine Line Features,Mindel-Shaw Productions,,,nm0373155,nm0825790,,,,nm0825790,,,nm0000121,nm0000403,nm0000619,nm0000655,,,,,,,nm0591051,nm0789688,nm0006016,nm0005739,,,,,,
2022,8000000.0,163265.0,RESTLESS,6.5,270.0,tt1498569,2011,91,Drama,Romance,,,Columbia Pictures,Imagine Entertainment,360 Pictures,,,nm0001814,nm2381911,,,,nm0001814,,,nm1985859,nm1375330,nm1076976,nm0004922,,,,,,,nm0004976,nm0397171,nm0000165,nm2833364,,,,,,
2023,3000000.0,9563393.0,SCENES FROM A MALL,5.1,34.0,tt0102849,1991,89,Comedy,,,,Silver Screen Partners IV,Touchstone Pictures,,,,nm0800363,nm0005196,,,,nm0005196,,,nm0000541,nm0000095,nm0410347,nm0278642,,,,,,,nm0003299,nm0002320,nm0660661,nm0350011,,,,,,
2024,6000000.0,9000000.0,3 STRIKES,5.5,25.0,tt0199290,2000,82,Action,Comedy,Romance,,,,,,,nm0690770,,,,,nm0690770,,,nm0393655,nm0942668,nm0522324,nm0246985,,,,,,,nm0608043,nm0799800,nm0141713,nm0409851,nm0922709,,,,,
2025,800000.0,1001437.0,RUBY IN PARADISE,6.2,13.0,tt0108000,1993,114,Drama,Romance,,,Ruby in Paradise,Full Crew/Say Yea,,,,nm0638033,nm0000807,,,,nm0638033,,,nm0000171,nm0276062,nm0593841,nm0212695,,,,,,,nm0257752,nm0900503,nm0406241,,,,,,,
2026,6000000.0,12643776.0,THE SPITFIRE GRILL,6.6,26.0,tt0117718,1996,117,Comedy,Drama,,,Castle Rock Entertainment,,,,,nm0957453,,,,,nm0957453,,,nm0254362,nm0000995,nm0001315,nm0001599,,,,,,,nm0614950,nm0000035,nm0237170,nm0329390,nm0191896,,,,,
2027,165000000.0,389681935.0,INDEPENDENCE DAY: RESURGENCE,5.1,4041.0,tt1628841,2016,120,Action,Adventure,Science Fiction,,Centropolis Entertainment,Stereo D,TSG Entertainment,20th Century Fox,,nm1288961,nm0888743,nm0002041,nm0000386,nm1123994,nm0000386,,,nm2955013,nm0000156,nm0000597,nm2140860,nm0000653,,,,,,,,,,,,,,,
2028,20000000.0,2297493.0,UNDER THE RAINBOW,5.3,12.0,tt0083254,1981,98,Comedy,,,,,,,,,nm0061808,nm0809252,nm0403794,nm0711114,nm1383755,nm0711114,,,nm0000331,nm0000402,nm0000781,nm0536850,nm0645191,,,,,,,,,,,,,,,
2029,20000000.0,3763988.0,WHEN TIME RAN OUT,6.6,28.0,tt0081747,1980,121,Action,Adventure,Drama,Thriller,International Cinema,Warner Bros. Pictures,,,,nm0326360,nm0937126,nm0798103,nm0858883,nm0286025,nm0326360,,,nm0000056,nm0000302,nm0000034,nm0001902,nm0357557,,,,,,nm0000740,,,,,,,,,
2030,92000000.0,304654182.0,A GOOD DAY TO DIE HARD,5.2,4569.0,tt1606378,2013,98,Action,Thriller,,,Mid Atlantic Films,Ingenious Media,Dune Entertainment,Big Screen Productions,Temple Hill Entertainment,nm0601382,nm0861636,nm0940790,,,nm0601382,,,nm0000246,nm2541974,nm0462407,nm0935541,,,,,,,nm0324041,nm1747215,nm0001937,,,,,,,
2031,16000000.0,4409328.0,RUN,5.8,19.0,tt0102818,1991,91,Action,Thriller,Drama,,Silver Screen Partners IV,Hollywood Pictures,,,,nm0123236,nm0088793,nm0795461,,,nm0123236,,,nm0001131,nm0000593,nm0688285,nm0012586,,,,,,,nm0906066,nm1672596,nm0551108,,,,,,,
2032,37000000.0,96047633.0,THE RITE,6.0,1073.0,tt1161864,2011,114,Drama,Thriller,Horror,,New Line Cinema,Contrafilm,Mid Atlantic Films,Hungarian National Film Office,Rome Film Commission,nm0678104,nm0405632,nm2883153,,,nm0405632,,,nm1524440,nm0000164,nm0001354,nm0103797,,,,,,,nm0004927,nm1246087,nm0373588,,,,,,,
2033,20000000.0,45636368.0,THE DEBT,6.6,435.0,tt1226753,2010,113,Drama,Thriller,,,Pioneer Pictures,Miramax,Marv Films,,,nm0006960,nm0963359,nm2439643,nm0891216,nm0077002,nm0006960,,,nm0000545,nm0941777,nm0929489,nm0001354,,,,,,,nm0858123,,,,,,,,,
2034,1300000.0,354704.0,PRISON,6.1,48.0,tt0095904,1987,102,Crime,Drama,Horror,Thriller,Empire Pictures,,,,,nm0001317,nm0003676,nm0944748,,,nm0001317,,,nm0809031,nm0001557,nm0001210,nm0453299,,,,,,,nm0051659,nm0006306,nm0013972,nm0474793,,,,,,
2035,800000.0,7000000.0,PARASITE,4.6,19.0,tt0084472,1982,85,Horror,Science Fiction,,,,,,,,nm0012098,nm0023929,nm0505350,nm0794848,,nm0023929,,,nm0322165,nm0000193,nm0001942,nm0203358,,,,,,,nm0051659,nm0013972,,,,,,,,
2036,30000000.0,108609310.0,SANCTUM,5.9,552.0,tt0881320,2011,108,Action,Thriller,,,Universal Pictures,Relativity Media,Wayfare Entertainment,Great Wight Productions/ Osford Films,Sanctum Australia,nm0340958,nm2510763,nm1337757,,,nm0340958,,,nm1973422,nm0186563,nm0048336,nm0746896,,,,,,,nm0386595,nm1718906,nm0912536,,,,,,,
2037,9000000.0,10364904.0,THIEF OF HEARTS,5.4,25.0,tt0088256,1984,100,Crime,Drama,Thriller,,Paramount,,,,,nm0829343,,,,,nm0829343,,,nm0000874,nm0930062,nm0315288,nm0000325,,,,,,,nm0000988,nm0800971,nm0266536,nm0489970,nm0738196,,,,,
2038,365000.0,40.0,LYNCH MOB,2.0,2.0,tt0486619,2009,99,Horror,Thriller,Crime,,First Cinema Pictures,,,,,nm1497258,nm1496063,nm1116438,,,nm1116438,,,nm0201700,nm1492426,nm2360398,nm0096637,,,,,,,nm1834646,nm1844572,,,,,,,,
2039,4000000.0,1104682.0,RED STATE,6.1,493.0,tt0873886,2011,88,Horror,Action,Thriller,,SModcast Pictures,The Harvey Boys,NVSH Productions,Phase 4 Films,,nm0003620,,,,,nm0003620,,,nm0662981,nm0502425,nm0000422,nm0029400,nm0791373,,,,,,nm0330335,nm0003140,nm0573416,,,,,,,
2040,18000000.0,1528163.0,JOSH AND S.A.M.,5.3,8.0,tt0107277,1993,96,Adventure,Action,Comedy,,Columbia Pictures,New Line Cinema,Castle Rock Entertainment,,,nm0214421,nm0916502,,,,nm0916502,,,nm0862932,nm0281575,nm0000588,nm0864997,,,,,,,nm0000976,nm0002353,nm0121281,nm0495605,,,,,,
2041,6400000.0,6.0,NEVER TALK TO STRANGERS,5.2,73.0,tt0113965,1995,86,Thriller,Romance,,,TriStar Pictures,,,,,nm0338099,nm0750680,nm0355991,,,nm0355991,,,nm0000360,nm0000104,nm0588222,nm0137230,,,,,,,nm0358877,nm0626988,nm0928862,,,,,,,
2042,36000000.0,83160734.0,HALL PASS,5.5,1085.0,tt0480687,2011,105,Comedy,Romance,,,New Line Cinema,Conundrum Entertainment,,,,nm0971919,nm0268380,nm0268370,nm0055937,,nm0268380,nm0268370,,nm0005562,nm0837177,nm0000775,nm0278979,,,,,,,nm0153444,nm0858554,,,,,,,,
2043,40000000.0,45735397.0,ARTHUR,5.5,434.0,tt1334512,2011,110,Comedy,Romance,,,Warner Bros. Pictures,,,,,nm0063165,nm0934864,nm0330619,,,nm0934864,,,nm1258970,nm0000545,nm0004950,nm1950086,,,,,,,nm0070454,nm0108368,nm0566557,,,,,,,
2044,200000000.0,559852396.0,CARS 2,5.9,4381.0,tt1216475,2011,106,Animation,Family,Adventure,Comedy,Pixar,Walt Disney Pictures,,,,nm0506977,nm0703078,nm1557594,nm0005124,,nm0506977,nm0005124,,nm0005562,nm1249256,nm0000323,nm0607865,,,,,,,nm0714066,nm0315974,nm1743277,,,,,,,
2045,70000000.0,217124280.0,DRACULA UNTOLD,6.2,3902.0,tt0829150,2014,92,Horror,Action,Drama,Fantasy,Fuji Television Network,Universal Pictures,Legendary Entertainment,Michael De Luca Productions,Dentsu,nm0831290,nm2332952,nm2411495,nm1948885,,nm2411495,,,nm1812656,nm1002641,nm0300589,nm3280686,,,,,,,nm0006894,nm1014697,,,,,,,,
2046,35000000.0,65090821.0,SOMETHING BORROWED,6.1,632.0,tt0491152,2011,112,Comedy,Drama,Romance,,Wild Ocean Films,Alcon Entertainment,2S Films,,,nm0339004,nm2808946,nm1646565,,,nm0339004,,,nm0329481,nm0005028,nm1148573,nm1024677,,,,,,,nm0424663,nm0467255,nm0523892,nm2312458,,,,,,
2047,250000000.0,1084939099.0,THE DARK KNIGHT RISES,7.7,14735.0,tt1345836,2012,164,Action,Crime,Drama,Thriller,Syncopy,Legendary Entertainment,DC Entertainment,Warner Bros. Pictures,,nm0333060,nm0004170,nm0634240,nm0634300,,nm0634240,,,nm0000288,nm0362766,nm0004266,nm0000198,nm0000546,nm1577637,,,,,nm0746273,nm0858799,nm0004012,,,,,,,
2048,130000000.0,276572938.0,THE BOURNE LEGACY,6.1,3785.0,tt1194173,2012,135,Action,Thriller,,,Universal Pictures,Relativity Media,Captivate Entertainment,Dentsu,The Kennedy/Marshall Company,nm0319659,nm0524924,nm0006904,,,nm0006904,,,nm0719637,nm0001838,nm0001570,nm0001277,,,,,,,nm0189777,nm0550881,nm3328356,nm0990025,,,,,,
2049,19000000.0,12918858.0,PERFECT,4.8,59.0,tt0089798,1985,115,Drama,Romance,,,Delphi III Productions,Pluperfect,Columbia Pictures,,,nm0108745,nm0490061,,,,nm0108745,,,nm0000237,nm0000130,nm0255036,nm0069608,,,,,,,nm0005985,nm0932336,nm0324122,nm0356423,,,,,,
2050,14000000.0,16656125.0,ROUGH CUT,5.9,15.0,tt0081439,1980,112,Adventure,Comedy,Crime,Mystery,David Merrick Productions,Paramount,,,,nm0312205,nm0402597,nm0796923,nm0589228,nm0483114,nm0402597,nm0796923,nm0589228,nm0000608,nm0001153,nm0000057,nm0922367,,,,,,,nm0581195,,,,,,,,,
2051,150000000.0,665692281.0,KUNG FU PANDA 2,6.8,3906.0,tt1302011,2011,90,Animation,Family,,,DreamWorks Animation,,,,,nm0903456,nm0074184,nm0950775,nm0717550,nm0008743,nm0950775,,,nm0085312,nm0001401,nm0000329,nm0000163,nm0000706,,,,,,nm0167795,,,,,,,,,
2052,2400000.0,5731103.0,GET ON THE BUS,7.5,22.0,tt0116404,1996,120,Drama,,,,40 Acres & A Mule Filmworks,Columbia Pictures,Sony Pictures,,,nm0090066,nm0000490,,,,nm0000490,,,nm0001115,nm0001165,nm0105672,nm0001938,,,,,,,nm0096115,nm0134253,nm0742492,nm0005966,,,,,,
2053,25000000.0,27122040.0,THE EAGLE,6.1,743.0,tt1034389,2011,114,Adventure,Drama,,,Prime Focus,Toledo Productions,Focus Features,Twins Financing,Film4 Productions,nm0839996,nm0110591,nm0531817,,,nm0531817,,,nm1475594,nm0068260,nm0000661,nm0351495,,,,,,,nm0448953,nm0651414,nm0230045,,,,,,,
2054,135000000.0,585178928.0,THE CROODS,6.8,4119.0,tt0481499,2013,98,Action,Adventure,Animation,Comedy,DreamWorks Animation,,,,,nm0000092,nm0761498,nm0210320,,,nm0761498,nm0210320,,nm0000115,nm0005351,nm1297015,nm0001416,nm0001458,nm0241173,,,,,nm0069549,nm0367286,nm0006293,nm0391789,nm1306819,nm1950901,,,,
2055,52000000.0,75450437.0,THE CHANGE-UP,6.0,1536.0,tt1488555,2011,112,Comedy,,,,Universal Pictures,Relativity Media,Original Film,Big Kid Pictures,,nm0229694,nm0601859,nm0524190,,,nm0229694,,,nm0000867,nm0005351,nm1312575,nm0005182,,,,,,,nm0605775,nm0002201,nm0004090,,,,,,,
2056,130000000.0,61648500.0,R.I.P.D.,5.6,2181.0,tt0790736,2013,96,Fantasy,Action,Comedy,Crime,Universal Pictures,Dark Horse Entertainment,Original Film,,,nm0229694,nm0006534,nm0542062,nm0777881,nm0006997,nm0777881,,,nm0005351,nm0000313,nm0000571,nm0000102,nm0711864,nm1210895,nm1369571,,,,nm0473696,nm0552569,nm1506459,,,,,,,
2057,35000000.0,31083599.0,PREMIUM RUSH,6.3,1297.0,tt1547234,2012,91,Crime,Action,Thriller,,Pariah Entertainment Group,,,,,nm0436960,nm0462895,,,,nm0462895,,,nm0330687,nm0788335,nm1268158,nm5217936,nm3117836,,,,,,nm0689780,nm2867565,nm0025465,nm1761718,,,,,,
2058,42000000.0,46221189.0,MAN ON A LEDGE,6.3,1538.0,tt1568338,2012,102,Action,Thriller,Crime,,Summit Entertainment,Di Bonaventura Pictures,,,,nm0271854,nm1300606,,,,nm1300606,,,nm0941777,nm0006969,nm0068260,nm1861781,nm1270009,,,,,,nm0225146,nm1680607,nm2273444,nm0131700,nm2942848,,,,,
2059,250000000.0,284139100.0,JOHN CARTER,6.1,3522.0,tt0401729,2012,132,Action,Adventure,Science Fiction,,Walt Disney Pictures,,,,,nm0123194,nm0028764,nm0149290,nm0004056,,nm0004056,,,nm2018237,nm1211488,nm0000353,nm0608090,,,,,,,nm0172491,nm0606640,,,,,,,,
2060,40000000.0,173930596.0,IN TIME,6.8,6661.0,tt1637688,2011,109,Action,Thriller,Science Fiction,,Strike Entertainment,Regency Enterprises,New Regency Pictures,,,nm0629272,,,,,nm0629272,,,nm0005493,nm1086543,nm0614165,nm1312575,nm0497522,nm0669656,nm1641117,nm1738172,nm1861624,nm2757333,nm0008953,nm0628080,nm0035661,nm0005683,nm0821205,nm0002397,nm2374959,,,
2061,160000000.0,353624124.0,X-MEN: FIRST CLASS,7.2,8698.0,tt1270798,2011,131,Action,Science Fiction,Adventure,,Ingenious Media,Dune Entertainment,Dune Entertainment III,Marvel Entertainment,Bad Hat Harry Productions,nm0001741,nm0963359,nm0826714,nm1005420,nm0891216,nm0891216,,,nm0564215,nm1055413,nm2225369,nm0000102,nm0005064,nm1019734,,,,,nm0057567,nm2358339,,,,,,,,
2062,7000000.0,1100000.0,BAD MOON,6.0,65.0,tt0115610,1996,80,Horror,,,,Morgan Creek Productions,,,,,nm0810316,nm0714599,,,,nm0714599,,,nm0000446,nm0001595,nm0001253,nm0688285,,,,,,,nm0732708,nm0006171,nm0452654,nm0802457,,,,,,
2063,163000000.0,174822325.0,COWBOYS & ALIENS,5.5,3273.0,tt0409847,2011,119,Action,Science Fiction,Thriller,Western,Universal Pictures,Reliance Entertainment,Relativity Media,Imagine Entertainment,K/O Paper Products,nm1319757,nm1318843,nm0269463,nm0511541,nm0476064,nm0269463,,,nm0185819,nm0000148,nm1312575,nm0817844,,,,,,,,,,,,,,,,
2064,80000000.0,90874570.0,FANTASIA 2000,7.1,675.0,tt0120910,1999,75,Animation,Family,Music,,Walt Disney Pictures,,,,,nm0125186,nm0110294,nm0019282,nm0402563,nm0110293,nm0125186,nm0110294,nm0019282,,,,,,,,,,,nm0505824,nm0000188,nm0674221,nm0005065,nm0831439,,,,,
2065,16000000.0,52545707.0,THE ROOMMATE,5.4,512.0,tt1265990,2011,91,Thriller,Drama,Horror,,Screen Gems,Vertigo Entertainment,,,,nm0160157,nm1867458,,,,nm0160157,,,nm1310368,nm1015262,nm1544217,nm1425528,,,,,,,nm0205713,nm0498175,nm0002227,nm0005824,,,,,,
2066,13500000.0,18850674.0,SUPER TROOPERS 2,5.8,225.0,tt0859635,2018,99,Comedy,Crime,Mystery,,Broken Lizard Industries,Cataland Films,Fox Searchlight Pictures,,,nm0151540,nm0831479,,,,nm0151540,,,nm0151540,nm0373571,nm0501399,nm0815418,,,,,,,nm0673270,nm2251840,nm0172420,nm1598104,nm0573416,,,,,
2067,250000.0,4186931.0,LOVELY & AMAZING,6.3,42.0,tt0258273,2001,91,Comedy,Drama,Romance,,Lionsgate Home Entertainment,,,,,nm0392237,,,,,nm0392237,,,nm0001416,nm0000950,nm0750527,nm0607865,,,,,,,nm0106835,nm0195396,nm0394046,nm0724950,nm0098020,,,,,
2068,500000.0,12207.0,THE GROUND TRUTH,6.5,2.0,tt0446345,2006,72,Documentary,War,,,,,,,,nm0288326,,,,,nm0288326,,,,,,,,,,,,,nm2106454,nm0010260,nm1011341,nm2381836,nm0815610,nm1726240,nm0007507,nm0356036,nm0399600,
2069,93.0,2500000.0,FROM PRADA TO NADA,5.3,175.0,tt0893412,2011,107,Comedy,Drama,Romance,,Lewis Gilbert Productions,OddLot Entertainment,Lionsgate,Televisa,Hyperion Films,nm0019079,nm0868643,nm0333471,nm0272948,nm0000807,nm0333471,,,nm0004741,nm0891786,nm0065493,nm0294224,,,,,,,nm0033187,,,,,,,,,
2070,150000000.0,38992758.0,MARS NEEDS MOMS,5.7,323.0,tt1305591,2011,88,Adventure,Animation,Family,,Walt Disney Pictures,,,,,nm0920425,nm3352441,nm0106455,,,nm0920425,,,nm0001293,nm0000349,nm0283945,nm0363699,,,,,,,nm0101921,nm0710759,nm0823330,,,,,,,
2071,40000000.0,85412898.0,THE LINCOLN LAWYER,7.1,1629.0,tt1189340,2011,118,Crime,Drama,Thriller,,Sidney Kimmel Entertainment,Lionsgate,Lakeshore Entertainment,,,nm1026778,nm0175093,nm0738908,,,nm1026778,,,nm0000190,nm0000673,nm0000202,nm0000513,nm0001595,nm0004920,nm0012081,nm1169819,,,nm0454004,nm0524342,nm0742347,nm0002999,nm0825877,,,,,
2072,63000000.0,183953723.0,HOP,5.7,668.0,tt1411704,2011,95,Animation,Comedy,Family,,Illumination Entertainment,,,,,nm0384722,nm0528244,nm0666791,nm0202425,,nm0384722,,,nm1258970,nm0005188,nm0001610,nm0192505,,,,,,,nm0408254,nm0577560,,,,,,,,
2073,13000000.0,3134081.0,THE FAVOR,4.9,14.0,tt0109783,1994,97,Comedy,Romance,,,Orion Pictures,Nelson Entertainment,,,,nm0677953,nm0569210,nm0663490,,,nm0677953,,,nm0468772,nm0001527,nm0000597,nm0000093,,,,,,,nm0795682,nm0002353,nm0005891,nm0239607,,,,,,
2074,35000000.0,791830.0,ANNA KARENINA,6.4,61.0,tt0118623,1997,108,Drama,Romance,,,Icon Entertainment International,Warner Bros. Pictures,Three T Productions,,,nm0741262,nm0866243,,,,nm0741262,,,nm0000521,nm0000293,nm0000547,nm0000477,,,,,,,nm0202704,nm0645401,nm0238848,nm0616924,,,,,,
2075,35000000.0,150483765.0,FRIENDS WITH BENEFITS,6.6,5022.0,tt1632708,2011,109,Romance,Comedy,,,Castle Rock Entertainment,Screen Gems,Olive Bridge Entertainment,,,nm0679037,nm2226647,nm0323239,nm2226970,,nm0323239,,,nm0005109,nm0005493,nm0165101,nm0001184,nm1034965,,,,,,nm0323065,nm0787265,nm3803244,,,,,,,
