,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10
0,13000000.0,45300000.0,EARTH TO ECHO,5.8,394.0,tt2183034,2014,91,Family,Adventure,Science Fiction,,Panay Films,Walt Disney Pictures,,,,nm0659123,nm2849655,nm1757777,,,nm1757777,,,nm5128387,nm4702342,nm3419119,nm4125403,nm4861346,,,,,,nm1448916,nm2468967,nm1131817,,,,,,,
1,26000000.0,30523226.0,SELF/LESS,6.3,1929.0,tt2140379,2015,117,Science Fiction,Mystery,Thriller,,Ram Bergman Productions,Endgame Entertainment,,,,nm1883612,nm0802248,nm0665041,,,nm0802248,,,nm0005351,nm2358540,nm0328828,nm0001426,,,,,,,nm0074851,nm0772283,nm0827726,,,,,,,
2,65000000.0,235666219.0,SPY,6.8,4111.0,tt3079380,2015,119,Action,Comedy,Crime,,Chernin Entertainment,Feigco Entertainment,20th Century Fox,,,nm0082450,,,,,nm0082450,,,nm0565250,nm0126284,nm0000179,nm0005458,,,,,,,nm1858656,nm2295810,nm0867768,nm0788640,nm0005934,nm1265067,,,,
3,5000000.0,1700000.0,BEST OF THE BEST,6.4,93.0,tt0096913,1989,97,Action,Drama,,,The Movie Network,,,,,nm0705675,nm0834883,nm0505924,,,nm0705675,,,nm0000616,nm0000469,nm0000476,nm0722221,nm0004891,,,,,,nm0833857,nm0319457,nm0752519,,,,,,,
4,150000.0,560000.0,HOUSE OF GOOD AND EVIL,4.5,23.0,tt1068953,2013,108,Horror,Thriller,,,Suited Four Productions,Shooting Creek Films,Horrorshow,Chabo Films,PIK2 Entertainment,nm1846376,nm0612625,,,,nm0612625,,,nm4112571,nm0646792,nm0547174,nm0722468,,,,,,,nm1252996,nm3337885,nm2044090,nm3752407,,,,,,
5,13000000.0,54837234.0,ST. VINCENT,7.1,1136.0,tt2170593,2014,102,Comedy,,,,Chernin Entertainment,The Weinstein Company,Crescendo Productions,Goldenlight Films,,nm0577647,,,,,nm0577647,,,nm0000195,nm0565250,nm0915208,nm5897057,,,,,,,nm1858656,nm0740407,nm0867768,nm0788640,nm0511979,,,,,
6,26000000.0,35926213.0,THE BEST OF ME,7.3,1629.0,tt1972779,2014,118,Drama,Romance,,,Relativity Media,,,,,nm0817023,nm0328987,nm0001355,nm3391497,,nm0001355,,,nm0005188,nm1157358,nm3478396,nm1882929,,,,,,,nm6390290,nm0224145,nm0004922,,,,,,,
7,35000000.0,14431253.0,UNFINISHED BUSINESS,5.2,505.0,tt2358925,2015,91,Comedy,,,,Studio Babelsberg,Regency Enterprises,New Regency Pictures,Escape Artists,,nm0175726,nm0779433,,,,nm0779433,,,nm0000681,nm2002649,nm0929489,nm0005188,nm2053085,,,,,,nm0085542,nm0089820,nm0441097,nm0586969,nm0453918,,,,,
8,19800000.0,41296320.0,THIS IS WHERE I LEAVE YOU,6.6,734.0,tt1371150,2014,103,Drama,Comedy,,,Spring Creek Productions,21 Laps Entertainment,Warner Bros. Pictures,,,nm2267086,nm0506613,,,,nm0506613,,,nm0000867,nm0275486,nm0000404,nm3485845,,,,,,,nm5170107,nm0918463,nm0315974,nm0820987,,,,,,
9,4000000.0,52425855.0,THE BOY NEXT DOOR,4.5,1433.0,tt3181822,2015,91,Thriller,,,,Smart Entertainment,Blumhouse Productions,Nuyorican Productions,Universal Pictures,,nm3204152,nm0003418,,,,nm0003418,,,nm0000182,nm4554428,nm0155693,nm0179173,nm0307074,,,,,,nm0089658,nm0326063,nm1124997,nm0575656,,,,,,
10,5000000.0,6341855.0,INCARNATE,5.3,339.0,tt3216348,2016,91,Horror,Thriller,,,WWE Studios,Blumhouse Productions,IM Global,,,nm0679031,nm0159892,,,,nm0679031,,,nm0001173,nm0396924,nm1503432,nm3458761,,,,,,,nm0089658,nm0257333,nm0782739,nm0516908,,,,,,
11,50000000.0,71561644.0,RUN ALL NIGHT,6.4,1776.0,tt2199571,2015,114,Action,Drama,Thriller,,RatPac-Dune Entertainment,Vertigo Entertainment,Energy Entertainment,,,nm1429471,nm2145487,,,,nm1429471,,,nm0000553,nm0000438,nm1172478,nm0000352,,,,,,,nm0498175,nm0846333,nm0915819,nm0432725,,,,,,
12,7000000.0,14618727.0,BEYOND THE LIGHTS,7.0,256.0,tt3125324,2014,116,Romance,Drama,,,Black Entertainment Television (BET),Relativity Media,Relativity Sports,Undisputed Cinema,Homegrown Pictures,nm0697656,,,,,nm0697656,,,nm1813221,nm1676649,nm0000378,nm0000418,,,,,,,nm0019858,nm0090066,nm1448916,nm2535778,nm4584738,,,,,
13,5000000.0,2367161.0,THE GUEST,6.5,1022.0,tt2980592,2014,100,Mystery,Thriller,Action,,HanWay Films,Snoot Entertainment,,,,nm1440023,nm1417392,,,,nm1417392,,,nm1405398,nm0445992,nm2140860,nm0601376,,,,,,,nm2384784,nm2096462,nm1922014,nm0062373,,,,,,
14,6000000.0,15071.0,BAREFOOT,6.4,361.0,tt2355495,2014,90,Comedy,Drama,Romance,,WhiteFlame Productions,,,,,nm1837015,nm0281598,,,,nm0281598,,,nm0939697,nm0005454,nm0799777,nm0001852,,,,,,,nm4998084,nm1005373,nm0005304,nm0344738,,,,,,
15,4000000.0,2665322.0,THE SIGNAL,5.9,959.0,tt2910814,2014,97,Thriller,Science Fiction,,,Signal Film Group,Low Spark Films,Automatik Entertainment,Focus Features,,nm0295701,nm1827931,nm5673221,,,nm1827931,,,nm4154798,nm4972453,nm3354041,nm0000401,,,,,,,nm1021351,nm2271939,nm2739482,nm0772283,,,,,,
16,8500000.0,50300000.0,NIGHTCRAWLER,7.7,6307.0,tt2872718,2014,117,Crime,Drama,Thriller,,Sierra / Affinity,Bold Films,,,,nm0319659,,,,,nm0319659,,,nm0350453,nm0000623,nm0000200,nm1981893,,,,,,,nm0289048,nm0006904,nm0484123,nm1490949,nm0006133,nm0005696,,,,
17,45000000.0,86165646.0,STEP UP ALL IN,6.8,1295.0,tt2626350,2014,112,Romance,Drama,Music,,Summit Entertainment,Offspring Entertainment,,,,nm2586324,nm0012137,nm4291727,,,nm2586324,,,nm4554428,nm0263759,nm1782560,nm2298016,,,,,,,nm0270549,nm0316774,nm0788202,,,,,,,
18,35000000.0,95437994.0,POLTERGEIST,5.1,1533.0,tt1029360,2015,93,Horror,Thriller,,,TSG Entertainment,Ghost House Pictures,Vertigo Entertainment,Metro-Goldwyn-Mayer,,nm0896131,nm0000229,nm1481493,nm1865755,nm0334457,nm1481493,,,nm0005377,nm1679669,nm4149623,nm3061574,nm0011038,,,,,,nm0498175,,,,,,,,,
19,14000000.0,12314651.0,HOT TUB TIME MACHINE 2,5.1,550.0,tt2637294,2015,93,Comedy,,,,United Artists,Paramount,Metro-Goldwyn-Mayer,,,nm5236778,nm0372222,nm0684336,,,nm0684336,,,nm1117791,nm0732497,nm0241173,nm0004395,nm2012635,nm5066866,,,,,nm0659123,nm0065100,nm0002336,,,,,,,
20,3300000.0,64110728.0,THE LAZARUS EFFECT,5.2,883.0,tt2918436,2015,83,Thriller,Horror,Mystery,Science Fiction,Lionsgate,Blumhouse Productions,Chapter One Films,,,nm2916300,nm1430636,nm0312173,,,nm0312173,,,nm1312575,nm0243233,nm1404239,nm0092961,,,,,,,nm0089658,nm1396390,nm0588612,,,,,,,
21,5000000.0,58293.0,RUDDERLESS,7.3,161.0,tt1798243,2014,105,Music,Drama,Comedy,,Amberdale Productions,Unified Pictures,Tee Rob Pictures,Dog Pond Productions,,nm3722800,nm0000513,nm5369674,,,nm0000513,,,nm0001082,nm0947338,nm0005031,nm1411125,,,,,,,nm4570739,nm1761309,nm0723450,,,,,,,
22,1000000.0,59744.0,CAMP X-RAY,6.8,644.0,tt2994190,2014,117,Drama,,,,Young Gang,Gotham Group,Upload Films,GNK Productions,Rough House Pictures,nm0972104,,,,,nm0972104,,,nm0829576,nm1818216,nm1460812,nm2849965,,,,,,,nm0477253,nm1580627,nm0493439,nm0960634,nm0942742,,,,,
23,6700000.0,1430655.0,INFINITELY POLAR BEAR,6.8,228.0,tt1969062,2014,90,Comedy,Drama,,,Park Pictures Features,Paper Street Films,Bad Robot,KGB Media,,nm0285379,,,,,nm0285379,,,nm0749263,nm0757855,nm5602167,nm5602169,,,,,,,nm0083851,nm1292502,nm2803928,nm0630633,nm0938645,,,,,
24,2400000.0,88273.0,LIFE AFTER BETH,5.2,373.0,tt2581244,2014,89,Romance,Comedy,Horror,,Abbolita Productions,Starstream Entertainment,Destro Films,,,nm1337885,,,,,nm1337885,,,nm2201555,nm2851530,nm0000604,nm0788340,,,,,,,nm1989592,nm2943902,nm1384130,nm0402870,nm1732761,,,,,
25,6000000.0,32251.0,SONG ONE,5.6,132.0,tt2182972,2014,86,Drama,,,,Worldview Entertainment,,,,,nm2293399,,,,,nm2293399,,,nm0004266,nm1926865,nm0005460,nm3860305,,,,,,,nm2576804,nm0001129,nm0686887,nm0795719,nm6560200,,,,,
26,3300000.0,13092000.0,WHIPLASH,8.4,8586.0,tt2582802,2014,106,Drama,Music,,,Bold Films,Blumhouse Productions,Right of Way Films,,,nm3227090,,,,,nm3227090,,,nm1886602,nm0799777,nm2552034,nm0001663,,,,,,,nm0089658,nm2615685,nm0484123,nm1490949,nm3225654,,,,,
27,19000000.0,5578519.0,PAWN SACRIFICE,6.7,482.0,tt1596345,2014,115,Thriller,Drama,,,Gail Katz Productions,PalmStar Media,,,,nm0929349,nm0729151,nm1140275,nm0001880,,nm0001880,,,nm0001497,nm0000630,nm0765597,nm0836121,,,,,,,nm0441713,nm0006133,,,,,,,,
28,18000000.0,6212282.0,MIDNIGHT SPECIAL,6.3,1161.0,tt2649554,2016,112,Adventure,Drama,Science Fiction,,Faliro House Productions,Tri-State Pictures,Warner Bros. Pictures,,,nm2158772,,,,,nm2158772,,,nm0788335,nm0249291,nm0000379,nm3485845,nm0003861,nm0707780,nm2020278,nm5897057,,,nm0338320,nm2271939,nm0935060,nm1309148,nm0598520,,,,,
29,5000000.0,2450846.0,KILL THE MESSENGER,6.6,532.0,tt1216491,2014,112,Thriller,Crime,Drama,Mystery,The Combine,Bluegrass Films,,,,nm1481618,nm1794136,nm2725882,nm0191147,,nm0191147,,,nm0719637,nm0001598,nm2916225,nm1128418,nm1208725,nm2360398,,,,,nm0221638,nm0835959,nm0008330,,,,,,,
30,2800000.0,1826705.0,TUSK,5.2,642.0,tt3099498,2014,102,Comedy,Horror,Drama,Thriller,Phase 4 Films,Demarest Films,SModcast Pictures,,,nm0003620,,,,,nm0003620,,,nm0519043,nm0662981,nm0005286,nm1270009,,,,,,,nm1583132,nm0989308,nm4207924,nm0570690,nm1537113,,,,,
31,178000000.0,543934787.0,X-MEN: APOCALYPSE,6.5,8817.0,tt3385516,2016,144,Action,Adventure,Science Fiction,Fantasy,Marvel Entertainment,Bad Hat Harry Productions,TSG Entertainment,20th Century Fox,Genre Films,nm0001741,nm1002424,nm1334526,nm0498278,nm0456158,nm0001741,,,nm0564215,nm1055413,nm2225369,nm0396558,,,,,,,,,,,,,,,,
32,11000000.0,78874843.0,IF I STAY,7.4,2878.0,tt1355630,2014,107,Drama,,,,New Line Cinema,Metro-Goldwyn-Mayer,,,,nm3259208,nm0191712,nm0189272,,,nm0191712,,,nm1631269,nm0257969,nm3284401,nm0502671,,,,,,,nm1327019,nm0673137,nm0207532,nm5860537,,,,,,
33,1547000.0,1576000.0,PARNELL,4.5,4.0,tt0029377,1937,118,Drama,History,Romance,,Metro-Goldwyn-Mayer,,,,,nm0067103,nm0886668,nm0821472,nm0770297,,nm0821472,,,nm0000022,nm0001485,nm0646829,nm0350324,,,,,,,nm0002197,nm0005713,,,,,,,,
34,2000000.0,1477002.0,THE DIARY OF A TEENAGE GIRL,6.7,489.0,tt3172532,2015,102,Drama,Romance,,,Archer Gray,Caviar Films,Cold Iron Pictures,,,nm6390963,nm1716636,,,,nm1716636,,,nm2525790,nm0002907,nm1325419,nm0005221,,,,,,,nm0047419,nm0136904,nm0353012,nm2632891,nm0236549,,,,,
35,6500000.0,257047661.0,ANNABELLE,5.6,3776.0,tt3322940,2014,99,Horror,,,,Atomic Monster,New Line Cinema,The Safran Company,Evergreen Media Group,RatPac-Dune Entertainment,nm0502954,nm2477891,,,,nm0502954,,,nm1782235,nm1834115,nm0005569,nm0024593,nm5145655,,,,,,nm0755911,nm1490123,nm1177766,nm0460770,nm0385777,,,,,
36,1000000.0,395000.0,A GIRL WALKS HOME ALONE AT NIGHT,6.9,421.0,tt2326554,2014,101,Horror,Romance,,,Black Light District,Say Ahh Productions,SpectreVision,Logan Pictures,,nm3235877,,,,,nm3235877,,,nm2611074,nm4256281,nm0542000,nm2236560,,,,,,,nm2942848,nm3236844,nm9222384,nm1503298,nm2609977,,,,,
37,23000000.0,79799880.0,THE WEDDING RINGER,6.5,1026.0,tt0884732,2015,101,Comedy,,,,Screen Gems,LStar Capital,Miramax,,,nm1275670,nm1191891,,,,nm1275670,,,nm0366389,nm1265802,nm0192505,nm1649714,,,,,,,nm0276178,nm0655510,nm0501999,nm0513799,,,,,,
38,2000.0,10604.0,MIDGET ZOMBIE TAKEOVER,5.3,2.0,tt2673854,2013,73,Horror,Comedy,,,Cold Spring Productions,Driving With Our Eyes Shut,,,,nm3324251,,,,,nm3324251,,,nm5506263,nm5505661,nm5271570,nm5504900,,,,,,,nm3816213,nm4826681,,,,,,,,
39,18000000.0,25312387.0,AND SO IT GOES,6.0,287.0,tt2465146,2014,94,Comedy,Drama,Romance,,Castle Rock Entertainment,ASIG Productions,Envision Entertainment,,,nm0001661,nm0029125,,,,nm0001661,,,nm0000140,nm0000473,nm3606106,nm0661755,,,,,,,nm0198941,nm0340112,nm0003299,nm1543747,,,,,,
40,9000000.0,21571189.0,BLACK OR WHITE,6.8,212.0,tt2883434,2014,121,Drama,,,,Treehouse Pictures,,,,,nm0082802,,,,,nm0082802,,,nm0000126,nm0818055,nm1843026,nm1107001,,,,,,,nm0006998,nm0005966,nm0022540,nm0638630,nm0936102,,,,,
41,15000000.0,3020664.0,ROCK THE KASBAH,5.5,163.0,tt3164256,2015,106,Comedy,Music,War,,Shangri-La Entertainment,QED International,Dune Films,Venture Forth,Open Road Films,nm0001469,nm0322248,,,,nm0001469,,,nm0000195,nm5647588,nm0221046,nm0000246,,,,,,,nm0082893,nm1088848,nm4092984,nm0808178,,,,,,
42,1000000.0,9318.0,HONEYMOON,5.4,388.0,tt3177316,2014,87,Horror,,,,Fewlas Entertainment,,,,,nm4074404,nm5177682,,,,nm4074404,,,nm3310211,nm2016685,nm3193675,nm3813339,,,,,,,nm0048816,nm5937019,nm4051162,nm1644762,nm4498832,,,,,
43,29000000.0,287506194.0,PITCH PERFECT 2,6.8,3822.0,tt2848292,2015,115,Comedy,Music,,,Universal Pictures,Gold Circle Films,Brownstone Productions,,,nm0006969,nm0134224,nm3015467,,,nm0006969,,,nm0447695,nm2313103,nm2794962,nm0811242,,,,,,,nm0112189,nm2583641,nm0006205,nm0002681,,,,,,
44,4000000.0,143101.0,MANGLEHORN,5.5,103.0,tt2893490,2014,97,Drama,,,,Worldview Entertainment,,,,,nm5147161,nm0337773,,,,nm0337773,,,nm0000199,nm0000456,nm0005101,nm0582149,,,,,,,nm2576804,nm0615770,nm0874913,nm2002108,,,,,,
45,50100000.0,153962963.0,FOCUS,6.8,4492.0,tt2381941,2015,105,Romance,Comedy,Crime,Drama,K&S Films,RatPac-Dune Entertainment,Zaftig Films,,,nm0275629,nm0720135,,,,nm0275629,nm0720135,,nm0000226,nm3053338,nm0763928,nm0553440,,,,,,,nm0224145,nm2943572,nm0004267,nm5552644,,,,,,
46,1275000.0,2294000.0,FLAME AND THE FLESH,10.0,1.0,tt0046982,1954,104,Drama,,,,Metro-Goldwyn-Mayer,,,,,nm0047629,nm0112218,nm0222079,,,nm0112218,,,nm0001805,nm0000765,nm0859939,nm0171713,,,,,,,nm0664990,nm0005666,nm0015573,,,,,,,
47,10000000.0,10835752.0,DANNY COLLINS,6.7,284.0,tt1772288,2015,106,Comedy,Drama,Music,,ShivHans Pictures,Big Indie Pictures,,,,nm1557594,,,,,nm1557594,,,nm0000199,nm0000906,nm0004950,nm0134072,nm2552034,,,,,,nm2862124,nm0625458,nm7076077,nm0788640,nm0006911,,,,,
48,38000000.0,107597242.0,PAUL BLART: MALL COP 2,5.0,950.0,tt3450650,2015,94,Action,Comedy,Family,,Columbia Pictures,Happy Madison Productions,Hey Eddie,LStar Capital,Sony Pictures,nm0275698,nm0048169,,,,nm0275698,,,nm0416673,nm2263115,nm0895150,nm0022161,,,,,,,nm0307776,nm0316406,nm0001191,nm0340003,,,,,,
49,40000000.0,111811453.0,GET HARD,6.0,1581.0,tt2561572,2015,100,Comedy,,,,Gary Sanchez Productions,Warner Bros. Pictures,,,,nm0570912,nm1000113,nm1007602,nm0731168,,nm1000113,,,nm0002071,nm0366389,nm1555340,nm1939267,nm1731401,,,,,,nm0376260,nm0065100,,,,,,,,
50,35000000.0,194564672.0,THE INTERN,7.1,3633.0,tt2361509,2015,121,Comedy,,,,Waverly Films,,,,,nm0583600,,,,,nm0583600,,,nm0000134,nm0004266,nm0000623,nm2981082,nm0115402,nm3994945,,,,,nm0268616,nm0788640,nm0003552,nm0500371,nm0954034,,,,,
51,4000000.0,10898293.0,THE DARKNESS,4.8,373.0,tt1878841,2016,92,Horror,Thriller,,,Chapter One Films,Universal Pictures,Blumhouse Productions,,,nm0572562,nm1324960,nm2453858,,,nm0572562,,,nm0000102,nm0593664,nm3458761,nm4867258,,,,,,,nm0089658,nm1396390,nm2387938,,,,,,,
52,16500000.0,21256.0,TERM LIFE,5.9,145.0,tt2978102,2016,93,Thriller,Crime,,,WWE Studios,PenLife Media,PalmStar Media,,,nm1051839,nm0082526,nm3098414,,,nm0082526,,,nm0000681,nm2794962,nm0000200,nm0052186,,,,,,,nm0289694,nm0525405,nm2461281,,,,,,,
53,58000000.0,158162788.0,GOOSEBUMPS,6.2,2362.0,tt1051904,2015,103,Adventure,Horror,Comedy,,Original Film,Scholastic Entertainment,Sony Pictures,,,nm0438989,nm0501359,nm1224299,nm0830419,nm0018735,nm1224299,,,nm0085312,nm1910255,nm3843467,nm2619114,,,,,,,nm0287149,,,,,,,,,
54,3000000.0,5758519.0,THE DAMNED,5.0,124.0,tt2387408,2013,87,Thriller,Horror,Mystery,,Launchpad Productions,Bowery Hills Entertainment,RCN Films & e-nnovva,,,nm0006902,nm0383370,nm1414579,,,nm1414579,,,nm0004906,nm0617009,nm2062561,nm1101968,,,,,,,nm0088756,nm1361890,nm1700167,,,,,,,
55,384000.0,405000.0,UNDERWATER WARRIOR,5.0,1.0,tt0052336,1958,91,History,War,,,Metro-Goldwyn-Mayer,,,,,nm0506215,nm0554249,,,,nm0554249,,,nm0197314,nm0339834,nm0553014,nm0047450,,,,,,,nm0868974,nm0006313,nm0005657,nm0185689,,,,,,
56,239000.0,522000.0,CONVENTION CITY,0.0,0.0,tt0023906,1933,69,Comedy,,,,First National Pictures,,,,,nm0590361,nm0562845,nm0158737,nm0520501,,nm0562845,,,nm0000951,nm0579663,nm0694090,nm0000802,,,,,,,nm0087533,nm0715969,,,,,,,,
57,725000.0,783000.0,THE WOMAN I LOVE,0.0,0.0,tt0029790,1937,85,Drama,,,,RKO Radio Pictures,,,,,nm0096147,nm0514822,nm0450262,,,nm0514822,,,nm0612847,nm0394244,nm0371775,nm0166972,,,,,,,nm0506900,nm0006131,nm0006320,,,,,,,
58,40000000.0,320170008.0,THE CONJURING 2,7.2,4525.0,tt3065204,2016,134,Horror,Mystery,Thriller,,New Line Cinema,Dune Entertainment,The Safran Company,Evergreen Media Group,Soho VFX,nm0370937,nm1490123,nm0370928,nm0424901,,nm1490123,,,nm0267812,nm0933940,nm4068901,nm0640323,nm2306701,,,,,,nm0184620,nm0755911,nm1177766,,,,,,,
59,38000000.0,112343513.0,HOW TO BE SINGLE,6.1,2171.0,tt1292566,2016,110,Comedy,Romance,,,New Line Cinema,Metro-Goldwyn-Mayer,Flower Films,,,nm0875710,nm0463359,nm0799050,nm0228542,nm1401416,nm0228542,,,nm0424848,nm2313103,nm0005182,nm1555340,nm2981082,,,,,,nm0725444,,,,,,,,,
60,108000000.0,22678555.0,LIVE BY NIGHT,6.2,795.0,tt2361317,2016,129,Crime,Drama,Thriller,,Appian Way,Pearl Street Films,Warner Bros. Pictures,,,nm1212331,nm0000255,,,,nm0000255,,,nm0000255,nm1102577,nm0322407,nm0582149,,,,,,,nm2248832,nm0000138,nm0865189,nm0004581,nm0724744,nm2980113,,,,
61,200000000.0,1241891456.0,INCREDIBLES 2,7.5,7229.0,tt3606756,2018,118,Action,Adventure,Animation,Family,Walt Disney Pictures,Pixar,,,,nm0700760,nm0083348,,,,nm0083348,,,nm0005266,nm0000456,nm1102970,nm9133740,,,,,,,nm0342430,nm0907869,nm0315974,nm1743277,nm1733986,nm0788130,,,,
62,175000000.0,383925276.0,CARS 3,6.7,2860.0,tt3606752,2017,102,Adventure,Animation,Comedy,Family,Pixar,,,,,nm0270263,nm1139293,nm0703078,nm1195697,nm0687937,nm0270263,,,nm0005562,nm2242399,nm0177933,nm0277213,,,,,,,,,,,,,,,,
63,110000000.0,295238201.0,INSURGENT,6.3,7107.0,tt2908446,2015,119,Action,Adventure,Science Fiction,Thriller,Summit Entertainment,Red Wagon Entertainment,Mandeville Films,NeoReel,Lionsgate,nm0326040,nm0093560,nm3929259,nm0777881,nm4316121,nm0777881,,,nm0940362,nm5052065,nm3772243,nm0000701,nm0702572,nm1886602,nm4025229,nm4103976,,,nm0279651,nm0724706,,,,,,,,
64,110000000.0,179246868.0,ALLEGIANT,6.0,4375.0,tt3410834,2016,120,Adventure,Science Fiction,Action,Mystery,Mandeville Films,Summit Entertainment,Lionsgate,Red Wagon Entertainment,,nm0177836,nm0171651,nm0777881,nm4316121,nm3834300,nm0777881,,,nm0940362,nm3772243,nm0001099,nm0915208,nm0803889,,,,,,nm0279651,nm1503403,,,,,,,,
65,125000000.0,64493915.0,MONSTER TRUCKS,5.9,456.0,tt3095734,2016,104,Action,Comedy,Science Fiction,,Nickelodeon Movies,Paramount,Disruption Entertainment,Paramount Animation,,nm2081046,nm2816668,nm0074184,nm0008743,nm0917188,nm0917188,,,nm1395771,nm3994408,nm0502073,nm0001608,,,,,,,nm0661289,,,,,,,,,
66,97000000.0,616801808.0,LOGAN,7.8,13096.0,tt3315342,2017,137,Action,Drama,Science Fiction,,Hutch Parker Entertainment,Genre Films,TSG Entertainment,Marvel Entertainment,20th Century Fox,nm0291082,nm0338169,nm0859471,nm0003506,nm0580351,nm0003506,,,nm0413168,nm0001772,nm6748436,nm2933542,,,,,,,nm0135847,,,,,,,,,
67,14800000.0,122513057.0,MAGIC MIKE XXL,6.2,1181.0,tt2268016,2015,115,Comedy,Drama,,,Iron Horse Entertainment,Warner Bros. Pictures,,,,nm1730221,nm0414423,,,,nm0414423,,,nm1475594,nm0542133,nm0093589,nm0735226,,,,,,,nm0917059,nm0001752,nm0191896,,,,,,,
68,30000000.0,105011053.0,SISTERS,5.9,972.0,tt1850457,2015,118,Comedy,,,,Little Stranger,,,,,nm0996134,nm0601337,,,,nm0601337,,,nm0688132,nm0275486,nm0748973,nm0054697,nm0126004,nm1956478,,,,,nm0529092,nm0005366,nm0065100,nm0677021,,,,,,
69,8000000.0,2439705.0,TABLE FOR FIVE,6.6,4.0,tt0086405,1983,122,Drama,Romance,,,,,,,,nm0783544,nm0509409,,,,nm0509409,,,nm0000685,nm0001077,nm0056763,nm0674012,,,,,,,nm0769812,nm0006108,nm0606657,nm0005936,,,,,,
70,5000000.0,2333684.0,JEM AND THE HOLOGRAMS,5.4,260.0,tt3614530,2015,118,Drama,Fantasy,Music,,Blumhouse Productions,Chu Studios,SB Projects,,,nm0555601,nm1293285,nm0160840,,,nm0160840,,,nm2874427,nm2640887,nm4563780,nm3072243,,,,,,,nm0089658,nm4025993,nm0205510,,,,,,,
71,150000000.0,128388320.0,PAN,5.9,1819.0,tt3332064,2015,111,Adventure,Family,Fantasy,,Moving Picture Company,Berlanti Productions,RatPac-Dune Entertainment,Warner Bros. Pictures,Isobel Griffiths,nm0057381,nm0297229,nm0942504,,,nm0942504,,,nm5920962,nm0413168,nm1330560,nm1913734,,,,,,,nm0075528,nm1150863,nm0916986,,,,,,,
72,38000000.0,125289450.0,CAPTAIN UNDERPANTS: THE FIRST EPIC MOVIE,6.0,647.0,tt2091256,2017,89,Action,Animation,Comedy,Family,DreamWorks Animation,20th Century Fox,,,,nm2438127,nm1659741,nm0831557,,,nm1659741,,,nm0366389,nm3042755,nm1159180,nm1802209,,,,,,,nm0814969,nm0842616,nm0788640,,,,,,,
73,35000000.0,51680201.0,HOT PURSUIT,5.6,1064.0,tt2967224,2015,87,Action,Comedy,Crime,,New Line Cinema,Pacific Standard,Metro-Goldwyn-Mayer,Warner Bros. Pictures,,nm0281945,nm1068488,nm1735367,,,nm0281945,,,nm0000702,nm0005527,nm0215682,nm1134612,,,,,,,nm1401416,nm0660295,nm2374959,,,,,,,
74,150000000.0,1023784195.0,ZOOTOPIA,7.7,10647.0,tt2948356,2016,108,Animation,Adventure,Family,Comedy,Walt Disney Animation Studios,Walt Disney Pictures,,,,nm0482141,nm1158544,nm0714114,nm1601882,nm0601781,nm1158544,nm0601781,nm0397174,nm0329481,nm0000867,nm0252961,nm2809577,nm0001045,nm0181425,,,,,,,,,,,,,,
75,1500.0,4549.0,TO DIE IS HARD,10.0,1.0,tt1562904,2010,87,Comedy,Action,,,Driving With Our Eyes Shut,,,,,nm3324251,,,,,nm3324251,,,nm3324251,nm3740406,nm2656217,nm3343169,nm2429435,,,,,,nm3183055,,,,,,,,,
76,2000000.0,14674076.0,IT FOLLOWS,6.5,3772.0,tt3235888,2014,100,Horror,Thriller,,,Two Flints,Northern Lights Films,Animal Kingdom,,,nm1379002,,,,,nm1379002,,,nm2140860,nm1507857,nm3459140,nm2714273,,,,,,,nm0338253,nm3346661,nm3980199,nm1413530,nm4354653,nm0199079,nm1143429,nm1227638,nm1284023,
77,22000000.0,63647656.0,"HAIL, CAESAR!",5.9,2479.0,tt0475290,2016,106,Comedy,Drama,Mystery,,Universal Pictures,Mike Zoss Productions,Working Title Films,,,nm0001053,nm0001054,,,,nm0001053,nm0001054,,nm0000982,nm0000123,nm2403277,nm0000146,nm2401975,,,,,,nm0079677,nm0271479,nm0001980,nm0005683,,,,,,
78,1300000.0,15000000.0,PARTS PER BILLION,4.4,40.0,tt2495104,2014,98,Science Fiction,,,,XYZ Films,Benaroya Pictures,Miscellaneous Entertainment,PalmStar Media,Traverse Media,nm0394717,,,,,nm0394717,,,nm0001449,nm0001687,nm0206257,nm0001326,,,,,,,nm2918260,nm2676561,nm1837043,nm2231879,nm0453179,nm0302572,,,,
79,4500000.0,11774.0,FALCON RISING,5.8,134.0,tt2295722,2014,103,Adventure,Action,,,Strohberry Films,,,,,nm0053228,nm5178206,,,,nm0053228,,,nm0925220,nm0568180,nm0622913,nm0750448,,,,,,,nm0834788,nm2325576,nm0004519,nm0506654,,,,,,
80,132000000.0,373552094.0,PENGUINS OF MADAGASCAR,6.4,2437.0,tt1911658,2014,92,Family,Animation,Adventure,Comedy,DreamWorks Animation,Pacific Data Images,,,,nm1685000,nm1595526,nm1725022,nm0774786,nm0971239,nm0971239,nm0201509,,nm0569891,nm1844237,nm0971017,nm0970447,,,,,,,,,,,,,,,,
