,budget,revenue,title,vote_average,vote_count,tconst,startYear,runtimeMinutes,genre_1,genre_2,genre_3,genre_4,prod_company_1,prod_company_2,prod_company_3,prod_company_4,prod_company_5,writer_1,writer_2,writer_3,writer_4,writer_5,director_1,director_2,director_3,cast_1,cast_2,cast_3,cast_4,cast_5,cast_6,cast_7,cast_8,cast_9,cast_10,others_1,others_2,others_3,others_4,others_5,others_6,others_7,others_8,others_9,others_10,profit,rev_budget_ratio
1490,4242819.005136523,47041195.01469992,BOYHOOD,7.5,3246.0,tt1065073,2014,165,Drama,,,,IFC Films,Detour Filmproduction,,,,nm0000500,,,,,nm0000500,,,nm1294664,nm0000099,nm0000160,nm6567391,nm2065398,,,,,,nm0782270,nm0806189,nm0840060,nm0199679,nm0446867,nm0010471,nm0068580,nm0438210,nm0658628,nm0908323,42798376.0095634,11.087250000000001
1496,132588093.91051637,384651290.6047707,NOAH,5.6,4166.0,tt1959490,2014,138,Drama,Adventure,,,Disruption Entertainment,Paramount,Regency Enterprises,Protozoa Pictures,,nm0004716,nm0359504,,,,nm0004716,,,nm0000128,nm0000124,nm0000164,nm0914612,nm3488879,,,,,,nm0291542,nm0586969,nm0661289,nm0543739,nm1212547,,,,,,252063196.69425434,2.901099784
1470,42428190.051365234,180146923.45089045,DUMB AND DUMBER TO,5.5,1957.0,tt2096672,2014,109,Comedy,,,,New Line Cinema,Universal Pictures,Conundrum Entertainment,Red Granite Pictures,,nm0971919,nm0268370,nm1898234,nm1890845,nm0947395,nm0268380,nm0268370,,nm0000120,nm0001099,nm1443527,nm0390229,,,,,,,nm1132350,,,,,,,,,,137718733.39952523,4.24592525
552,37124666.294944584,18571368.23054373,SABOTAGE,5.5,816.0,tt1742334,2014,109,Action,Drama,Thriller,Crime,Open Road Films,QED International,Albert S. Ruddy Productions,Crave Films,Roth Films,nm0940790,nm0043742,,,,nm0043742,,,nm0000216,nm0941777,nm0005024,nm0931404,nm0391326,,,,,,nm1088848,nm2352181,nm2026983,nm0808178,,,,,,,-18553298.064400855,0.5002433714285713
6,27578323.533387404,38107104.824745715,THE BEST OF ME,7.3,1629.0,tt1972779,2014,118,Drama,Romance,,,Relativity Media,,,,,nm0817023,nm0328987,nm0001355,nm3391497,,nm0001355,,,nm0005188,nm1157358,nm3478396,nm1882929,,,,,,,nm6390290,nm0224145,nm0004922,,,,,,,,10528781.29135831,1.3817774230769233
541,14001302.716950528,57098176.95409655,NO GOOD DEED,5.8,312.0,tt2011159,2014,84,Crime,Thriller,,,Will Packer Productions,,,,,nm1350938,nm0589284,,,,nm0589284,,,nm0378245,nm0252961,nm0004753,nm0215487,,,,,,,nm0165540,nm0655510,nm0368248,nm0004344,,,,,,,43096874.23714602,4.078061742424242
2101,116677522.6412544,358072764.0344392,300: RISE OF AN EMPIRE,6.0,4080.0,tt1253863,2014,102,Action,War,Fantasy,,Legendary Entertainment,Hollywood Gang Productions,Atmosphere Entertainment MM,Nimar Studios,Warner Bros. Pictures,nm0588340,nm0426500,nm0811583,nm1729171,,nm1729171,,,nm0822982,nm1200692,nm0372176,nm0558548,nm0763928,,,,,,nm0004799,nm0325927,,,,,,,,,241395241.3931848,3.0689095545454546
8,21001954.075425792,43803202.83454988,THIS IS WHERE I LEAVE YOU,6.6,734.0,tt1371150,2014,103,Drama,Comedy,,,Spring Creek Productions,21 Laps Entertainment,Warner Bros. Pictures,,,nm2267086,nm0506613,,,,nm0506613,,,nm0000867,nm0275486,nm0000404,nm3485845,,,,,,,nm5170107,nm0918463,nm0315974,nm0820987,,,,,,,22801248.75912409,2.085672727272727
2045,74249332.58988917,230304755.415146,DRACULA UNTOLD,6.2,3902.0,tt0829150,2014,92,Horror,Action,Drama,Fantasy,Fuji Television Network,Universal Pictures,Legendary Entertainment,Michael De Luca Productions,Dentsu,nm0831290,nm2332952,nm2411495,nm1948885,,nm2411495,,,nm1812656,nm1002641,nm0300589,nm3280686,,,,,,,nm0006894,nm1014697,,,,,,,,,156055422.82525682,3.101775428571428
531,132588093.91051637,797756286.3421829,THE HUNGER GAMES: MOCKINGJAY - PART 1,6.8,10643.0,tt1951265,2014,123,Science Fiction,Adventure,Thriller,,Lionsgate,Color Force,,,,nm1056741,nm0834960,nm1349376,nm0185976,,nm1349376,,,nm2225369,nm1242688,nm2955013,nm0000437,nm1754059,,,,,,nm1749221,nm0453091,nm0212933,,,,,,,,665168192.4316665,6.016801832
5,13789161.766693702,58166114.651079684,ST. VINCENT,7.1,1136.0,tt2170593,2014,102,Comedy,,,,Chernin Entertainment,The Weinstein Company,Crescendo Productions,Goldenlight Films,,nm0577647,,,,,nm0577647,,,nm0000195,nm0565250,nm0915208,nm5897057,,,,,,,nm1858656,nm0740407,nm0867768,nm0788640,nm0511979,,,,,,44376952.88438598,4.218248769230769
3643,78399093.73589237,330117428.6799006,THE SPONGEBOB MOVIE: SPONGE OUT OF WATER,5.7,1241.0,tt2279373,2015,92,Adventure,Comedy,Family,Fantasy,Paramount Animation,Paramount,Nickelodeon Movies,Nickelodeon Animation Studio,United Plankton Pictures,nm0909088,nm0593610,nm0074184,nm0008743,nm1196684,nm1196684,nm0593610,,nm0444786,nm0000104,nm0265067,nm0000317,,,,,,,nm4796357,,,,,,,,,,251718334.94400823,4.210730162162162
126,11653919.339119134,628975.7995460242,TRACERS,5.9,729.0,tt2401097,2015,94,Action,Crime,Drama,,Melbarken,Saban Films,Cowtown Cinema Ventures,Temple Hill Entertainment,Freerunning,nm0425780,nm0925493,nm0092018,nm2038223,nm0779830,nm2038223,,,nm1210124,nm2955595,nm1501374,nm1969169,,,,,,,nm2125212,,,,,,,,,,-11024943.53957311,0.05397118181818183
123,15891708.18970791,65461540.7377994,KRAMPUS,6.0,1124.0,tt3850590,2015,98,Horror,Comedy,Fantasy,,Universal Pictures,Legendary Entertainment,,,,nm2591926,nm1296461,nm1002424,,,nm1002424,,,nm0004395,nm0001057,nm0462712,nm2798112,,,,,,,nm1247503,nm0419169,nm2100078,nm0006777,,,,,,,49569832.548091486,4.1192262
122,12713366.551766329,90595767.88205065,PAPER TOWNS,6.0,3762.0,tt3622592,2015,109,Drama,Mystery,Romance,,Fox 2000 Pictures,,,,,nm2354099,nm1981261,nm1500577,nm2352210,,nm1500577,,,nm1822659,nm5353321,nm3641002,nm6819854,,,,,,,nm2125212,nm0324041,,,,,,,,,77882401.33028433,7.126024999999999
262,5297236.06323597,5130583.957239354,90 MINUTES IN HEAVEN,5.6,73.0,tt4337690,2015,121,Drama,,,,Giving Films,Emmett/Furla Films,,,,nm7714780,nm0689187,nm2926858,,,nm0689187,,,nm0098378,nm0159789,nm7087538,nm6702727,,,,,,,nm0256542,nm0298915,nm7040528,,,,,,,,-166652.10599661618,0.9685398000000001
3642,143025373.7073712,390799360.1925136,HOME,6.8,2510.0,tt2224026,2015,94,Fantasy,Comedy,Animation,Science Fiction,DreamWorks Animation,20th Century Fox,,,,nm0256079,nm0040022,nm0426333,nm5199482,,nm0426333,,,nm1433588,nm1982597,nm0000188,nm0000182,,,,,,,nm1330174,nm1074134,,,,,,,,,247773986.48514238,2.7323778296296295
118,37080652.44265179,64819037.9162423,THE WALK,6.9,1994.0,tt3488710,2015,123,Adventure,Drama,Thriller,,TriStar Pictures,ImageMovers,Sony Pictures,,,nm0000709,nm1358613,nm0677597,,,nm0000709,,,nm0330687,nm3114649,nm2968773,nm4487667,,,,,,,nm0710759,nm0823330,nm0006293,,,,,,,,27738385.473590508,1.7480554857142858
3641,104885274.05207221,260870985.2292916,THE PEANUTS MOVIE,6.6,938.0,tt2452042,2015,88,Adventure,Comedy,Animation,Family,Blue Sky Studios,20th Century Fox Animation,20th Century Fox,,,nm0553942,nm2421049,nm2370700,nm0776441,nm0776433,nm0553942,,,nm6907855,nm5295511,nm4941145,,,,,,,,nm0006837,nm0082450,,,,,,,,,155985711.1772194,2.487203161616162
288,8475577.701177552,17436.382225747522,BLACKWAY,5.1,201.0,tt4061010,2015,90,Thriller,Mystery,,,Gotham Group,Enderby Entertainment,,,,nm2081303,nm6794462,nm0414423,nm0019242,,nm0019242,,,nm0000164,nm0005466,nm0000501,nm1573253,,,,,,,nm1067987,nm1650412,,,,,,,,,-8458141.318951804,0.0020572500000000005
91,14302537.37073712,198830.6961863495,STONEWALL,6.3,76.0,tt3018070,2015,129,Drama,,,,Centropolis Entertainment,,,,,nm0047976,nm0000386,,,,nm0000386,,,nm3528539,nm4759657,nm1428821,nm2655177,,,,,,,nm0287615,nm0296827,nm0520696,nm1387379,,,,,,,-14103706.674550772,0.013901777777777777
110,10594472.12647194,56025706.56925875,SINISTER 2,5.8,1227.0,tt2752772,2015,97,Horror,,,,Tank Caterpillar,Blumhouse Productions,Alliance Films,Automatik Entertainment,Entertainment One,nm1803036,nm1164602,nm0220600,,,nm1164602,,,nm0710447,nm0815370,nm3625321,nm4524493,,,,,,,nm0089658,nm0354453,nm0023398,nm1383345,,,,,,,45431234.44278681,5.2882018
3639,12713366.551766329,34165309.04022496,PROJECT ALMANAC,6.5,1520.0,tt2436386,2015,106,Science Fiction,Thriller,,,Insurge Pictures,Paramount,MTV Films,Platinum Dunes,,nm2065670,nm3091255,nm2410311,,,nm2410311,,,nm0484541,nm3733763,nm4722966,nm4103976,nm1348102,,,,,,nm0000881,nm0286320,nm0298181,,,,,,,,21451942.488458633,2.687353416666667
241,4237788.850588776,606228.4084432762,A TALE OF LOVE AND DARKNESS,5.1,63.0,tt1135989,2015,95,Drama,,,,Handsomecharlie Films,Ram Bergman Productions,Black Bicycle Entertainment,,,nm0000204,nm0654672,,,,nm0000204,,,nm0000204,nm5493310,nm7999180,nm0608701,,,,,,,nm0074851,nm0541812,nm1615109,nm0005744,nm0597812,,,,,,-3631560.4421455,0.14305299999999999
88,46615677.35647654,165019621.7972508,THE HATEFUL EIGHT,7.7,8770.0,tt3460252,2015,168,Crime,Drama,Mystery,Western,The Weinstein Company,Double Feature Films,FilmColony,,,nm0000233,,,,,nm0000233,,,nm0000168,nm0000621,nm0000492,nm0324658,nm0000514,nm0065007,,,,,nm0321621,nm0570690,nm0792049,nm0001553,nm0724744,nm0005544,nm0434133,nm0849222,,,118403944.44077426,3.540002659090909
107,11653919.339119134,29019407.595185157,IRRATIONAL MAN,6.5,1245.0,tt3715320,2015,95,Drama,Mystery,,,Perdido Productions,Sony Pictures,Gravier Productions,,,nm0000095,,,,,nm0000095,,,nm0001618,nm1297015,nm0000205,nm1369571,nm3284401,,,,,,nm0036981,nm1008264,nm2304996,nm0451787,nm0503429,,,,,,17365488.256066024,2.4900985454545457
89,15891708.18970791,15744197.116502192,SCOUTS GUIDE TO THE ZOMBIE APOCALYPSE,6.2,976.0,tt1727776,2015,93,Comedy,Horror,,,Paramount,Broken Road Productions,Brucks Entertainment,Oops Doughnuts Productions,,nm0933144,nm0595088,nm0484907,nm0931185,,nm0484907,,,nm4446467,nm2383250,nm6368720,nm3924288,nm4296013,,,,,,nm0275698,nm0307776,,,,,,,,,-147511.07320571877,0.9907177333333334
90,31783416.37941582,89020916.551606,SICARIO,7.3,4775.0,tt3397884,2015,121,Action,Crime,Thriller,,Lionsgate,Thunder Road Pictures,Black Label Media,,,nm0792263,nm0898288,,,,nm0898288,,,nm1289434,nm0000982,nm0001125,nm1256532,,,,,,,nm0412588,nm0524745,nm2590720,nm0568093,,,,,,,57237500.172190174,2.800860533333333
127,8475577.701177552,5995714.778273288,ANOMALISA,7.1,987.0,tt2401878,2015,90,Animation,Comedy,Drama,Romance,Starburns Industries,Harmonius Claptrap,Snoot Entertainment,,,nm2122478,nm0442109,,,,nm2122478,nm0442109,,nm0000667,nm0000492,nm0006888,,,,,,,,nm0821786,nm1533266,nm0001980,nm2026060,nm1804458,nm2384784,,,,,-2479862.922904264,0.70741075
243,3390231.080471021,4520892.215857934,THE MEDDLER,5.8,203.0,tt4501454,2015,103,Comedy,Drama,,,Anonymous Content,,,,,nm1032521,,,,,nm1032521,,,nm0000215,nm0126284,nm0799777,nm4273797,,,,,,,nm2229726,nm2207081,nm1954909,nm2312458,nm0005593,,,,,,1130661.135386913,1.333505625
98,29664521.954121433,213621629.18709207,STRAIGHT OUTTA COMPTON,7.7,2141.0,tt1398426,2015,147,Drama,Music,,,Broken Chair Flickz,Universal Pictures,Legendary Entertainment,New Line Cinema,Cube Vision,nm6707680,nm0921023,nm0767655,nm0075696,nm0336620,nm0336620,,,nm6578009,nm3659660,nm4207146,nm0112932,nm0131541,,,,,,nm0023297,nm0236564,nm0288886,,,,,,,,183957107.23297063,7.201249678571429
97,19070049.827649493,43782003.56133105,RICKI AND THE FLASH,5.8,496.0,tt3623726,2015,101,Comedy,Drama,Music,,LStar Capital,Columbia TriStar,Clinica Estetico,,,nm0001129,nm1959505,,,,nm0001129,,,nm0000658,nm0000177,nm0336701,nm1659221,,,,,,,nm0324556,nm1259504,nm0686887,nm0002336,,,,,,,24711953.733681556,2.295851555555556
93,95350249.13824748,155671899.73449165,THE LAST WITCH HUNTER,5.8,2327.0,tt1618442,2015,106,Fantasy,Action,Adventure,Science Fiction,NeoReel,Summit Entertainment,Atmosphere Entertainment MM,Goldmann Pictures,Aperture Entertainment,nm2309430,nm0252135,nm2332952,nm1948885,,nm0252135,,,nm0004874,nm3310211,nm0000704,nm0959963,,,,,,,nm0004799,nm0325927,,,,,,,,,60321650.59624417,1.6326323333333335
92,63566832.75883164,107146196.91124687,JOY,6.5,2851.0,tt2446980,2015,124,Drama,Comedy,,,TSG Entertainment,Davis Entertainment,Annapurna Pictures,Fox 2000 Pictures,20th Century Fox,nm0751102,nm1754239,,,,nm0751102,,,nm2225369,nm0000134,nm0177896,nm1183149,,,,,,,nm0204862,nm2691892,nm0330335,nm0596298,,,,,,,43579364.15241522,1.6855676499999999
239,9429080.192560028,4343733.571853496,HEIST,5.9,522.0,tt3276924,2015,93,Crime,Action,Thriller,,Silver Plane Films,Emmett/Furla Films,Mass Hysteria Entertainment,Tri Vision Pictures,,nm1737241,nm2809844,nm1470993,,,nm1470993,,,nm0000134,nm0604742,nm1176985,nm0098378,nm1024311,,,,,,nm0256542,nm0298915,nm2222628,nm0289275,,,,,,,-5085346.620706532,0.4606741573033708
179,635668.3275883165,7508781.266170781,GRANDMA,6.4,220.0,tt4270516,2015,79,Comedy,Drama,,,1821 Pictures,Depth of Field,,,,nm0919369,,,,,nm0919369,,,nm0005499,nm3400186,nm0001315,nm0339460,,,,,,,nm0234806,nm2673579,nm0583948,nm3669779,nm1309722,,,,,,6873112.938582465,11.81242
135,26486180.316179853,69566774.7314834,THE AGE OF ADALINE,7.4,4111.0,tt1655441,2015,112,Fantasy,Drama,Romance,,Sierra/Affinity,Lakeshore Entertainment,Sidney Kimmel Entertainment,,,nm3384330,nm1767218,nm0328987,,,nm1767218,,,nm0515116,nm0401264,nm0000148,nm0000834,,,,,,,nm0454004,nm0524342,nm0742347,nm0003151,,,,,,,43080594.41530354,2.62653104
178,741613.0488530359,19056044.99494551,DOPE,7.2,987.0,tt3850214,2015,103,Crime,Drama,Comedy,,Revolt Films,Significant Productions,IamOTHER Entertainment,,,nm0266622,,,,,nm0266622,,,nm4271336,nm1727825,nm4169922,nm0253708,,,,,,,nm1341146,nm0001845,nm1184901,nm1121126,nm2420926,,,,,,18314431.946092475,25.69540142857143
176,3708065.244265179,652424.5447035445,THE BRONZE,5.9,198.0,tt3859304,2015,100,Drama,Comedy,,,Duplass Brothers Productions,,,,,nm1519252,nm3440862,,,,nm1519252,,,nm1851981,nm0170550,nm4726634,nm3042755,,,,,,,nm1293297,nm1420126,nm0622474,nm0377606,,,,,,,-3055640.6995616346,0.1759474285714286
175,105944.72126471941,979769.3661256366,TANGERINE,6.9,332.0,tt3824458,2015,88,Comedy,Drama,,,Through Films,Duplass Brothers Productions,,,,nm0048918,nm2022341,,,,nm0048918,,,nm6702770,nm4924757,nm1199489,nm1551040,,,,,,,nm2281849,nm3579466,nm2608694,nm1516804,nm0157966,nm0799139,,,,,873824.6448609172,9.24793
186,5297236.06323597,3411813.079639857,GREEN ROOM,6.8,1424.0,tt4062536,2015,95,Horror,Crime,Thriller,,filmscience,Broad Green Pictures,,,,nm1099918,,,,,nm1099918,,,nm0947338,nm1782299,nm0790057,nm0001772,nm0086301,nm0916406,,,,,nm1965828,nm2098196,nm1507013,nm1298270,nm1957540,nm3346403,,,,,-1885422.983596113,0.6440742
193,29664521.954121433,141273584.09794232,THE BIG SHORT,7.3,5053.0,tt1596363,2015,130,Comedy,Drama,,,Plan B Entertainment,Paramount,Regency Enterprises,,,nm0570912,nm1034122,nm1017488,,,nm0570912,,,nm0000288,nm0136797,nm0331516,nm0000093,nm0339011,nm0504832,nm0542677,,,,nm0306890,nm1250070,nm0586969,nm0004987,nm0181650,nm1615109,,,,,111609062.14382088,4.762375214285714
174,31783416.37941582,97161720.58750638,SOUTHPAW,7.4,3625.0,tt1798684,2015,124,Action,Drama,,,Fuqua Films,Escape Artists,Riche-Ludwig Productions,Wanda Pictures,,nm0298807,nm1176676,,,,nm0298807,,,nm0350453,nm1046097,nm4802218,nm0001845,,,,,,,nm0085542,nm0089820,nm0724843,nm0724855,,,,,,,65378304.20809056,3.0569942333333335
196,1059447.212647194,15303713.927241506,"HELLO, MY NAME IS DORIS",6.3,281.0,tt3766394,2015,90,Comedy,Drama,Romance,,Red Crown Productions,Haven Entertainment,,,,nm2884474,nm0795290,,,,nm0795290,,,nm0000398,nm0339011,nm0002033,nm1018488,,,,,,,nm3259054,nm1269343,nm1889450,nm3627693,,,,,,,14244266.714594312,14.444999000000001
199,3178341.637941582,71820050.50067717,WAR ROOM,7.6,196.0,tt3832914,2015,120,Drama,Romance,,,Kendrick Brothers,Affirm Films,Provident Films,,,nm1726854,nm1731937,,,,nm1731937,,,nm2068185,nm3956954,nm1620433,nm7165607,,,,,,,nm0590141,nm0778894,nm1232772,nm5692753,,,,,,,68641708.86273558,22.59670566666667
211,2118.8944252943884,2118.8944252943884,THE FORGIVENESS JOURNEY,0.0,0.0,tt4448050,2015,73,,,,,Metamora Films,,,,,nm6055103,,,,,nm6055103,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0
173,7416130.488530358,607418.167663079,FREEHELD,7.3,378.0,tt1658801,2015,103,Romance,Drama,,,Double Feature Films,High Frequency Entertainment,Endgame Entertainment,,,nm0813164,nm0638913,,,,nm0813164,,,nm0000194,nm0680983,nm0136797,nm0788335,,,,,,,nm1377744,nm0326252,nm0402599,nm1511165,nm1861492,,,,,,-6808712.32086728,0.081905
218,2118894.425294388,2968049.841808815,CAPTIVE,5.6,132.0,tt3268668,2015,97,Crime,Drama,Thriller,,Itaca Films,BN Films,1019 Entertainment,Brightside Entertainment,Yoruba Saxon Productions,nm2053278,nm3690965,nm8354080,nm0083349,nm0417054,nm0417054,,,nm0544718,nm0654648,nm0000211,nm0931324,,,,,,,nm1993666,,,,,,,,,,849155.4165144269,1.4007539999999998
170,12713366.551766329,63856245.13225212,THE PERFECT GUY,5.8,219.0,tt3862750,2015,100,Drama,Thriller,,,Screen Gems,,,,,nm1270033,nm0931862,nm0568416,,,nm1270033,,,nm0005125,nm1013003,nm0004820,nm0129749,,,,,,,nm2179966,nm1593077,nm2140746,,,,,,,,51142878.58048579,5.022764416666667
350,264861.8031617985,443844.8152664155,VOICELESS,0.0,0.0,tt2603600,2015,107,Drama,,,,C3 Studios,American Hero Films,,,,nm4856396,,,,,nm4856396,,,nm1566033,nm3784739,nm4075380,nm0751638,,,,,,,nm6202303,nm1119211,nm1833131,nm0890683,nm1048430,,,,,,178983.01210461697,1.67576
169,10594472.12647194,2096213.779366037,DEMOLITION,6.7,1174.0,tt1172049,2015,101,Comedy,Drama,,,Sidney Kimmel Entertainment,Mr. Mudd Production,Right of Way Films,Black Label Media,,nm1032743,nm0885249,,,,nm0885249,,,nm0350453,nm0915208,nm0177933,nm6237346,,,,,,,nm0355147,nm0454004,nm2590720,nm1053785,nm0352402,,,,,,-8498258.347105904,0.1978592
3644,36021205.2300046,66759244.91520439,THE LONGEST RIDE,7.5,2046.0,tt2726560,2015,123,Drama,Romance,,,Fox 2000 Pictures,Temple Hill Entertainment,,,,nm0817023,nm0863387,nm0093271,,,nm0863387,,,nm2207222,nm1429380,nm0000257,nm1658935,,,,,,,nm2125212,nm0324041,nm4517772,,,,,,,,30738039.68519979,1.8533317941176468
223,18010602.6150023,44949073.65962779,LOVE THE COOPERS,5.9,409.0,tt2279339,2015,107,Comedy,Family,Drama,,Imagine Entertainment,Groundswell Productions,CBS Films,Lionsgate,,nm0625458,nm0737216,,,,nm0625458,,,nm0000188,nm0000473,nm0000422,nm1159180,,,,,,,nm0518757,nm1003921,nm2943572,nm0204567,,,,,,,26938471.044625487,2.495700705882353
164,16951155.402355105,2208553.324006295,EQUALS,6.1,871.0,tt3289728,2015,101,Drama,Romance,Science Fiction,,Scott Free Productions,Infinite Frameworks Studios,Freedom Media,Route One Entertainment,,nm2914162,nm2035886,,,,nm2035886,,,nm0396558,nm0829576,nm0520224,nm0493013,,,,,,,nm0226505,nm2165590,nm0747742,nm0769644,,,,,,,-14742602.07834881,0.13028925
136,15891708.18970791,8725248.090757202,TRUMBO,7.2,944.0,tt3203606,2015,124,Drama,,,,ShivHans Pictures,Groundswell Productions,Inimitable Pictures,,,nm6983391,nm0005366,nm0573695,,,nm0005366,,,nm0186505,nm0000178,nm0000545,nm0127373,nm0692466,,,,,,nm0003819,nm0506075,nm0518757,nm2862124,nm2961544,,,,,,-7166460.098950708,0.5490440666666666
137,64626279.97147884,329760282.667834,MAZE RUNNER: THE SCORCH TRIALS,6.6,6733.0,tt4046784,2015,131,Action,Science Fiction,Thriller,,Temple Hill Entertainment,Gotham Group,TSG Entertainment,,,nm2385905,nm4212895,nm1226871,,,nm1226871,,,nm3729721,nm2546012,nm1032473,nm0002064,nm0318821,,,,,,nm2125212,nm0324041,nm1650412,,,,,,,,265134002.69635513,5.10257255737705
294,2224839.1465591076,3527.9592181151565,MI AMERICA,0.0,0.0,tt2460506,2015,90,Drama,Crime,,,Industrial House Films,,,,,nm0284770,,,,,nm0284770,,,nm0284770,nm0104043,nm5184830,nm2998538,,,,,,,nm2120743,nm1909419,nm1818736,nm1437001,nm0302221,nm5137935,,,,,-2221311.1873409925,0.0015857142857142858
183,39199546.867946185,183885689.8963661,CREED,7.3,4289.0,tt3076658,2015,133,Drama,,,,New Line Cinema,Metro-Goldwyn-Mayer,Warner Bros. Pictures,Winkler Films,,nm3363032,nm2128400,,,,nm3363032,,,nm0430107,nm0000230,nm1935086,nm0711118,,,,,,,nm0153590,nm0153587,nm0854772,nm0935203,,,,,,,144686143.0284199,4.691015702702702
141,21188944.25294388,38782911.835442185,BURNT,6.4,1967.0,tt2503944,2015,101,Drama,Comedy,,,PeaPie Films,Double Feature Films,3 Arts Entertainment,,,nm0435701,nm1140275,nm0920274,,,nm0920274,,,nm0177896,nm1092227,nm0117709,nm1249052,nm0184963,,,,,,nm0792049,nm0831098,nm1387379,nm0601680,,,,,,,17593967.582498305,1.83033715
143,32842863.592063017,110589537.0210407,VACATION,6.2,2098.0,tt1524930,2015,99,Comedy,,,,New Line Cinema,BenderSpink,David Dobkin Productions,,,nm0197855,nm0000455,nm0326246,,,nm0197855,nm0326246,,nm1159180,nm0000775,nm1711114,nm4347315,,,,,,,nm0070454,nm0229694,nm0006205,nm1451495,,,,,,,77746673.42897767,3.3672318709677422
133,26486180.316179853,26383120.469675172,THE 33,6.2,602.0,tt2006295,2015,127,Drama,History,,,Alcon Entertainment,Phoenix Pictures,Half Circle,Fabula,,nm1258965,nm1433580,nm0726638,nm5203976,nm0859241,nm0726638,,,nm0000104,nm0763928,nm0000300,nm0000981,,,,,,,,,,,,,,,,,-103059.84650468081,0.9961089200000001
144,26486180.316179853,55510791.91607353,THE NIGHT BEFORE,6.1,994.0,tt3530002,2015,101,Comedy,Adventure,Fantasy,,Sony Pictures,Good Universe,Point Grey Pictures,,,nm3773434,nm3782043,nm1349522,nm1698571,,nm1349522,,,nm0330687,nm0736622,nm3255459,nm0135221,,,,,,,nm4384917,nm0001937,,,,,,,,,29024611.599893678,2.09583984
149,5297236.06323597,104302643.77084343,THE VISIT,6.2,2839.0,tt3567288,2015,94,Horror,Thriller,Mystery,,Blumhouse Productions,Blinding Edge Pictures,,,,nm0796117,,,,,nm0796117,,,nm4609822,nm4590837,nm0241759,nm0574513,,,,,,,nm0081514,nm0089658,nm0016662,nm3002063,nm1132783,nm2124081,nm2248864,,,,99005407.70760746,19.6900124
233,3.1783416379415823,2.118894425294388,SAVAGE HIGH,9.0,1.0,tt3830222,2015,90,Thriller,Mystery,Horror,,,,,,,nm3220274,,,,,nm3220274,,,nm6598461,nm6884003,nm6563671,nm6598465,,,,,,,nm7222816,,,,,,,,,,-1.059447212647194,0.6666666666666666
151,105944.72126471941,45200690.25373708,THE GALLOWS,4.9,632.0,tt2309260,2015,81,Horror,Thriller,,,Tremendum Pictures,New Line Cinema,Blumhouse Productions,Management 360,,nm3951039,nm4000389,,,,nm3951039,nm4000389,,nm3790547,nm6018502,nm4090362,nm2258992,,,,,,,nm0089658,nm0143939,nm2447927,nm2146601,,,,,,,45094745.53247236,426.64410000000004
229,12713366.551766329,15249785.945223339,WOODLAWN,6.9,85.0,tt4183692,2015,123,Drama,,,,Sony Pictures,,,,,nm0670266,nm8188756,nm3401779,nm2296528,nm8188757,nm2296528,nm3401779,,nm6899488,nm0000276,nm0000685,nm0001367,,,,,,,nm0235948,,,,,,,,,,2536419.3934570104,1.1995080833333334
